"city","localidade","state","date","cum_confirmed","cum_deaths","new_confirmed","new_deaths","temp_media","umid_media","cum_cases_mins","cum_deaths_mins","new_cases_mins","new_deaths_mins","deaths_reg","metro_area_uf","retail_and_recreation_percent_change_from_baseline_uf","grocery_and_pharmacy_percent_change_from_baseline_uf","parks_percent_change_from_baseline_uf","transit_stations_percent_change_from_baseline_uf","workplaces_percent_change_from_baseline_uf","residential_percent_change_from_baseline_uf","driving_city","transit_city","walking_city"
"Rio de Janeiro",330455,"RJ",2020-06-05,35043,4309,1348,78,22.59,85.58,35043,4309,1348,78,70,NA,-45,9,-58,-41,-30,18,64.91,22.07,38.22
"Rio de Janeiro",330455,"RJ",2020-06-06,35703,4401,660,92,23.04,78.83,35703,4401,660,92,72,NA,-50,5,-62,-38,-17,13,62.77,18.89,35.92
"Rio de Janeiro",330455,"RJ",2020-06-07,36115,4462,412,61,23.39,80.38,36115,4462,412,61,64,NA,-62,-8,-71,-47,-14,13,46.57,15.58,26.86
"Rio de Janeiro",330455,"RJ",2020-06-08,36893,4516,778,54,22.97,86.54,36893,4516,778,54,56,NA,-46,0,-58,-42,-28,15,56.43,27.65,35.61
"Rio de Janeiro",330455,"RJ",2020-06-09,37903,4599,1010,83,23.04,84.5,37903,4599,1010,83,49,NA,-48,-6,-56,-45,-32,16,61.05,28.31,41.66
"Rio de Janeiro",330455,"RJ",2020-06-10,38960,4716,1057,117,24.32,81.5,38960,4716,1057,117,55,NA,-43,5,-55,-41,-31,15,68.02,28.48,40.73
"Rio de Janeiro",330455,"RJ",2020-06-11,40017,4850,1057,134,24.11,84.46,40017,4850,1057,134,68,NA,-59,-17,-50,-61,-55,22,63.63,22.98,36.98
"Rio de Janeiro",330455,"RJ",2020-06-12,40504,4877,487,27,25.28,77.33,40504,4877,487,27,67,NA,-35,14,-47,-39,-32,16,77.54,26.58,48.59
"Rio de Janeiro",330455,"RJ",2020-06-13,41411,4993,907,116,25.58,74.5,41411,4993,907,116,49,NA,-49,-5,-52,-40,-15,12,62.01,19.06,35.63
"Rio de Janeiro",330455,"RJ",2020-06-14,41768,5043,357,50,23.63,77.08,41768,5043,357,50,44,NA,-62,-15,-74,-49,-14,13,45.24,16.57,24.84
"Rio de Janeiro",330455,"RJ",2020-06-15,42385,5090,617,47,21.63,81,42385,5090,617,47,52,NA,-46,-6,-66,-46,-29,16,52.17,27.72,32.1
"Rio de Janeiro",330455,"RJ",2020-06-16,43874,5239,1489,149,21.56,77.83,43874,5239,1489,149,42,NA,-47,-8,-60,-45,-32,17,55.23,28.65,36.41
"Rio de Janeiro",330455,"RJ",2020-06-17,45978,5343,2104,104,21.89,71.08,45978,5343,2104,104,48,NA,-44,-3,-57,-43,-31,16,58.55,28.08,42.86
"Rio de Janeiro",330455,"RJ",2020-06-18,46255,5508,277,165,21.77,68.67,46255,5508,277,165,43,NA,-46,-5,-52,-44,-30,16,58.6,28.02,38.47
"Rio de Janeiro",330455,"RJ",2020-06-19,48753,5632,2498,124,23.73,61.29,48753,5632,2498,124,57,NA,-41,1,-52,-40,-26,16,65.93,29.33,41.67
"Rio de Janeiro",330455,"RJ",2020-06-20,50129,5791,1376,159,24.07,66.54,50129,5791,1376,159,28,NA,-46,-1,-52,-36,-11,11,67.67,23.06,40.08
"Rio de Janeiro",330455,"RJ",2020-06-21,50430,5832,301,41,24.54,72.79,50430,5832,301,41,39,NA,-54,-10,-54,-42,-7,11,53.84,19.63,27.26
"Rio de Janeiro",330455,"RJ",2020-06-22,50922,5875,492,43,25.04,63.54,50922,5875,492,43,35,NA,-44,-6,-53,-42,-27,15,61.45,29.62,42.75
"Rio de Janeiro",330455,"RJ",2020-06-23,52325,6000,1403,125,23.3,72.83,52325,6000,1403,125,33,NA,-45,-9,-51,-43,-31,16,63.41,30.92,44.02
"Rio de Janeiro",330455,"RJ",2020-06-24,53307,6087,982,87,23.09,54,53307,6087,982,87,32,NA,-45,-4,-53,-43,-30,15,63.9,31.57,43.72
"Rio de Janeiro",330455,"RJ",2020-06-25,54169,6161,862,74,24.13,54.67,54169,6161,862,74,38,NA,-45,-4,-49,-43,-28,16,64.12,31.36,42.96
"Rio de Janeiro",330455,"RJ",2020-06-26,55152,6264,983,103,24.25,68.67,55152,6264,983,103,0,NA,-41,1,-52,-38,-25,16,71.03,31.28,45.52
"Rio de Janeiro",330455,"RJ",2020-06-27,55286,6366,134,102,22.16,81.78,55286,6366,134,102,0,NA,-48,-2,-61,-38,-13,12,66.43,23.75,39.06
"Rio de Janeiro",330455,"RJ",2020-06-28,56060,6393,774,27,20.54,79.25,56060,6393,774,27,0,NA,-57,-10,-68,-45,-9,12,51.31,19.68,27.03
"Rio de Janeiro",330455,"RJ",2020-06-29,56351,6417,291,24,20.14,82.25,56351,6417,291,24,0,NA,-44,-6,-61,-42,-26,15,60.25,30.46,40.84
"Rio de Janeiro",330455,"RJ",2020-06-30,56936,6550,585,133,21.92,71.17,56936,6550,585,133,0,NA,-41,0,-52,-40,-28,15,64.33,31.87,45.18
"Rio de Janeiro",330455,"RJ",2020-07-01,57879,6618,943,68,25.53,54,57879,6618,943,68,0,NA,-40,5,-55,-40,-28,14,63.67,30.94,41.67
"Rio de Janeiro",330455,"RJ",2020-07-02,58615,6689,736,71,21.02,65.83,58615,6689,736,71,0,NA,-39,7,-51,-39,-26,15,68.6,33.1,44.32
"Rio de Janeiro",330455,"RJ",2020-07-03,59448,6791,833,102,20.06,75.58,59448,6791,833,102,0,NA,-33,12,-54,-34,-23,15,77.59,30.99,47.56
"Rio de Janeiro",330455,"RJ",2020-07-04,60033,6869,585,78,20.01,77.38,60033,6869,585,78,0,NA,-37,12,-57,-31,-9,10,74.3,23.7,45.67
"Rio de Janeiro",330455,"RJ",2020-07-05,60233,6898,200,29,21.75,75.25,60233,6898,200,29,0,NA,-45,2,-53,-36,-4,9,62.26,22.69,36.83
"Rio de Janeiro",330455,"RJ",2020-07-06,60596,6924,363,26,24.48,62.62,60596,6924,363,26,0,NA,-32,7,-48,-35,-23,12,69.6,37.25,50.45
"Rio de Janeiro",330455,"RJ",2020-07-07,61658,7055,1062,131,22.73,84.12,61658,7055,1062,131,0,NA,-33,6,-45,-34,-27,13,72.55,37.67,54.54
"Rio de Janeiro",330455,"RJ",2020-07-08,62463,7101,805,46,25.38,57.54,62463,7101,805,46,0,NA,-33,8,-46,-35,-25,12,75.4,38.44,51.75
"Rio de Janeiro",330455,"RJ",2020-07-09,63396,7178,933,77,23.36,66.25,63396,7178,933,77,0,NA,-37,5,-48,-37,-25,13,72.94,39.25,51.64
"Rio de Janeiro",330455,"RJ",2020-07-10,64027,7254,631,76,21.29,70.38,64027,7254,631,76,0,NA,-29,12,-49,-31,-21,13,99.72,37.78,61.47
"Rio de Janeiro",330455,"RJ",2020-07-11,64102,7302,75,48,22.7,63.29,64102,7302,75,48,0,NA,-33,9,-45,-27,-7,8,85.42,30.91,53.67
"Rio de Janeiro",330455,"RJ",2020-07-12,64110,7310,8,8,27.44,43.67,64110,7310,8,8,0,NA,-44,-2,-48,-34,-4,8,67.03,24.39,38.84
"Rio de Janeiro",330455,"RJ",2020-07-13,64635,7355,525,45,27.55,48.21,64635,7355,525,45,0,NA,-33,1,-46,-35,-22,11,71.09,43.96,51.44
"Rio de Janeiro",330455,"RJ",2020-07-14,65121,7432,486,77,21.55,90.75,65121,7432,486,77,0,NA,-40,-8,-59,-41,-28,15,70.9,41.41,47.18
"Rio de Janeiro",330455,"RJ",2020-07-15,65489,7500,368,68,18.67,89.62,65489,7500,368,68,0,NA,-38,1,-62,-42,-27,15,72.02,34.33,46.7
"Rio de Janeiro",330455,"RJ",2020-07-16,65571,7550,82,50,19.1,80.42,65571,7550,82,50,0,NA,-36,3,-51,-38,-24,14,73.49,39.68,51.86
"Rio de Janeiro",330455,"RJ",2020-07-17,65696,7621,125,71,20.27,77.92,65696,7621,125,71,0,NA,-28,8,-45,-31,-21,14,87.15,37.92,55.26
"Rio de Janeiro",330455,"RJ",2020-07-18,65696,7621,0,0,21.65,77.71,65696,7621,0,0,0,NA,-32,7,-44,-27,-6,9,86.14,30.68,49.61
"Rio de Janeiro",330455,"RJ",2020-07-19,66909,7703,1213,82,21.6,74.58,66909,7703,1213,82,0,NA,-41,-3,-43,-34,-3,8,69.9,26.59,38.93
"Rio de Janeiro",330455,"RJ",2020-07-20,67036,7733,127,30,22.72,71.83,67036,7733,127,30,0,NA,-31,3,-44,-33,-21,12,76.09,43.04,52.39
"Rio de Janeiro",330455,"RJ",2020-07-21,67121,7796,85,63,22.41,78.83,67121,7796,85,63,0,NA,-34,-3,-40,-36,-25,13,75.78,41.4,57.34
"Rio de Janeiro",330455,"RJ",2020-07-22,68334,7887,1213,91,23.53,71.5,68334,7887,1213,91,0,NA,-33,3,-42,-35,-23,12,80.33,44.85,57.07
"Rio de Janeiro",330455,"RJ",2020-07-23,68510,7913,176,26,23.05,75.92,68510,7913,176,26,0,NA,-34,2,-36,-35,-22,13,80.76,45.24,57.76
"Rio de Janeiro",330455,"RJ",2020-07-24,69456,7941,946,28,23.27,65.12,69456,7941,946,28,0,NA,-27,9,-36,-29,-18,12,95.65,42.27,60.83
"Rio de Janeiro",330455,"RJ",2020-07-25,69546,8004,90,63,24.88,60.04,69546,8004,90,63,0,NA,-30,7,-30,-25,-6,8,95.82,36.64,55.92
"Rio de Janeiro",330455,"RJ",2020-07-26,69570,8023,24,19,23.4,74.92,69570,8023,24,19,0,NA,NA,NA,NA,NA,NA,NA,75.9,27.94,42.52
"Rio de Janeiro",330455,"RJ",2020-07-27,70370,8053,800,30,23.42,78.08,70370,8053,800,30,0,NA,NA,NA,NA,NA,NA,NA,78.36,42.5,55.85
"Rio de Janeiro",330455,"RJ",2020-07-28,70370,8053,0,0,24.95,62.42,70440,8124,70,71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"São Paulo",355030,"SP",2020-02-25,1,0,1,0,22.52,86.29,0,0,0,0,0,NA,-32,-23,22,-41,-61,13,NA,NA,NA
"São Paulo",355030,"SP",2020-02-26,1,0,0,0,22.05,93.29,0,0,0,0,0,NA,-20,-10,-33,-17,-10,6,NA,NA,NA
"São Paulo",355030,"SP",2020-02-27,1,0,0,0,17.55,91.79,0,0,0,0,0,NA,-6,6,-13,5,11,1,NA,NA,NA
"São Paulo",355030,"SP",2020-02-28,2,0,1,0,17.55,89.54,0,0,0,0,0,NA,-4,4,-20,3,14,0,NA,NA,NA
"São Paulo",355030,"SP",2020-02-29,2,0,0,0,19.5,92.92,0,0,0,0,0,NA,-1,6,-21,1,7,3,NA,NA,NA
"São Paulo",355030,"SP",2020-03-01,2,0,0,0,18.08,93.12,0,0,0,0,0,NA,-4,6,-26,-5,1,3,NA,NA,NA
"São Paulo",355030,"SP",2020-03-02,2,0,0,0,18.76,92.67,0,0,0,0,0,NA,-7,0,-27,7,19,-1,NA,NA,NA
"São Paulo",355030,"SP",2020-03-03,2,0,0,0,18,92.92,0,0,0,0,0,NA,-7,1,-25,6,12,0,NA,NA,NA
"São Paulo",355030,"SP",2020-03-04,3,0,1,0,18.57,85.5,0,0,0,0,0,NA,-1,2,-13,8,16,-2,NA,NA,NA
"São Paulo",355030,"SP",2020-03-05,6,0,3,0,18.44,85,0,0,0,0,0,NA,3,10,2,13,17,-2,NA,NA,NA
"São Paulo",355030,"SP",2020-03-06,6,0,0,0,18.62,81.67,0,0,0,0,0,NA,9,13,2,14,20,-4,NA,NA,NA
"São Paulo",355030,"SP",2020-03-07,12,0,6,0,19.26,80.58,0,0,0,0,0,NA,11,15,0,12,9,-1,NA,NA,NA
"São Paulo",355030,"SP",2020-03-08,15,0,3,0,18.94,86.29,0,0,0,0,0,NA,11,12,0,6,4,0,NA,NA,NA
"São Paulo",355030,"SP",2020-03-09,15,0,0,0,20.82,83.21,0,0,0,0,0,NA,0,7,-11,12,20,-2,NA,NA,NA
"São Paulo",355030,"SP",2020-03-10,18,0,3,0,21.47,82.21,0,0,0,0,0,NA,0,5,-14,11,16,-2,NA,NA,NA
"São Paulo",355030,"SP",2020-03-11,29,0,11,0,20.96,82.79,0,0,0,0,0,NA,1,2,-6,11,16,-2,NA,NA,NA
"São Paulo",355030,"SP",2020-03-12,44,0,15,0,20.94,83.17,0,0,0,0,0,NA,1,8,5,13,16,-2,NA,NA,NA
"São Paulo",355030,"SP",2020-03-13,44,0,0,0,20.88,84.5,0,0,0,0,0,NA,1,8,-2,9,18,-2,NA,NA,NA
"São Paulo",355030,"SP",2020-03-14,62,0,18,0,22.1,82.5,0,0,0,0,0,NA,-1,9,-3,2,7,1,NA,NA,NA
"São Paulo",355030,"SP",2020-03-15,62,0,0,0,24.32,75,0,0,0,0,0,NA,-5,10,4,-3,2,2,NA,NA,NA
"São Paulo",355030,"SP",2020-03-16,145,0,83,0,24.39,72.12,0,0,0,0,5,NA,-13,7,-21,-6,10,2,NA,NA,NA
"São Paulo",355030,"SP",2020-03-17,156,1,11,1,22.25,84.38,0,0,0,0,2,NA,-21,6,-32,-18,0,5,NA,NA,NA
"São Paulo",355030,"SP",2020-03-18,214,3,58,2,22.28,85.04,0,0,0,0,4,NA,-24,7,-28,-23,-5,7,NA,NA,NA
"São Paulo",355030,"SP",2020-03-19,259,5,45,2,24.41,81.54,0,0,0,0,6,NA,-31,11,-28,-29,-14,10,NA,NA,NA
"São Paulo",355030,"SP",2020-03-20,306,9,47,4,21.88,88.17,0,0,0,0,8,NA,-41,5,-42,-37,-18,13,NA,NA,NA
"São Paulo",355030,"SP",2020-03-21,306,9,0,0,19.63,88.46,0,0,0,0,9,NA,-59,-9,-64,-48,-26,16,NA,NA,NA
"São Paulo",355030,"SP",2020-03-22,306,9,0,0,19.51,82.38,0,0,0,0,17,NA,-68,-28,-70,-57,-32,17,NA,NA,NA
"São Paulo",355030,"SP",2020-03-23,306,9,0,0,19.06,78.54,0,0,0,0,20,NA,-62,-20,-60,-57,-39,21,NA,NA,NA
"São Paulo",355030,"SP",2020-03-24,306,9,0,0,19.07,79.08,0,0,0,0,25,NA,-71,-30,-65,-63,-50,24,NA,NA,NA
"São Paulo",355030,"SP",2020-03-25,722,44,416,35,18.68,80.25,0,0,0,0,17,NA,-69,-28,-59,-63,-51,24,NA,NA,NA
"São Paulo",355030,"SP",2020-03-26,899,53,177,9,18.62,80.5,0,0,0,0,33,NA,-67,-23,-51,-62,-51,24,NA,NA,NA
"São Paulo",355030,"SP",2020-03-27,1044,62,145,9,19.36,80.5,0,0,0,0,27,NA,-67,-22,-55,-61,-48,24,NA,NA,NA
"São Paulo",355030,"SP",2020-03-28,1044,62,0,0,20.8,81.75,1149,76,1149,76,38,NA,-70,-24,-63,-59,-42,20,NA,NA,NA
"São Paulo",355030,"SP",2020-03-29,1044,62,0,0,21.5,86.5,1183,89,34,13,39,NA,-72,-36,-71,-62,-37,17,NA,NA,NA
"São Paulo",355030,"SP",2020-03-30,1233,103,189,41,21.42,86.38,1233,103,50,14,45,NA,-64,-24,-57,-60,-46,22,NA,NA,NA
"São Paulo",355030,"SP",2020-03-31,1885,121,652,18,20.67,86.25,1885,121,652,18,33,NA,-62,-20,-56,-60,-48,22,NA,NA,NA
"São Paulo",355030,"SP",2020-04-01,2418,144,533,23,20.5,85.92,2418,144,533,23,48,NA,-60,-17,-50,-59,-48,22,NA,NA,NA
"São Paulo",355030,"SP",2020-04-02,2815,164,397,20,23.77,74.83,2815,164,397,20,45,NA,-61,-15,-44,-58,-48,22,NA,NA,NA
"São Paulo",355030,"SP",2020-04-03,3202,186,387,22,22.78,72.5,3202,186,387,22,51,NA,-64,-11,-50,-57,-46,23,NA,NA,NA
"São Paulo",355030,"SP",2020-04-04,3496,212,294,26,18.4,80.62,3496,212,294,26,67,NA,-66,-10,-57,-53,-38,18,NA,NA,NA
"São Paulo",355030,"SP",2020-04-05,3612,220,116,8,18.88,81.54,3612,220,116,8,66,NA,-67,-21,-58,-55,-32,15,NA,NA,NA
"São Paulo",355030,"SP",2020-04-06,3754,244,142,24,22.15,72.04,3754,244,142,24,62,NA,-60,-11,-49,-55,-42,21,NA,NA,NA
"São Paulo",355030,"SP",2020-04-07,4258,296,504,52,20.05,87.04,4258,296,504,52,65,NA,-58,-7,-53,-55,-45,20,NA,NA,NA
"São Paulo",355030,"SP",2020-04-08,4947,339,689,43,17.3,91.33,4946,339,688,43,56,NA,-56,-4,-48,-54,-45,20,NA,NA,NA
"São Paulo",355030,"SP",2020-04-09,5477,384,530,45,16.75,79.29,5477,384,531,45,39,NA,-51,16,-35,-50,-44,18,NA,NA,NA
"São Paulo",355030,"SP",2020-04-10,5982,409,505,25,16.8,79.58,5982,409,505,25,57,NA,-76,-29,-56,-71,-74,30,NA,NA,NA
"São Paulo",355030,"SP",2020-04-11,6131,422,149,13,17.17,81.79,6131,422,149,13,58,NA,-63,-4,-57,-53,-39,18,NA,NA,NA
"São Paulo",355030,"SP",2020-04-12,6352,445,221,23,17.85,79.54,6352,445,221,23,56,NA,-67,-20,-61,-54,-27,13,NA,NA,NA
"São Paulo",355030,"SP",2020-04-13,6418,456,66,11,17.63,82.71,6418,456,66,11,65,NA,-60,-19,-51,-55,-41,20,NA,NA,NA
"São Paulo",355030,"SP",2020-04-14,6705,512,287,56,19.25,79.92,6705,512,287,56,48,NA,-61,-20,-56,-57,-44,21,NA,NA,NA
"São Paulo",355030,"SP",2020-04-15,7764,558,1059,46,20.21,74.04,7764,558,1059,46,57,NA,-58,-15,-48,-55,-43,21,NA,NA,NA
"São Paulo",355030,"SP",2020-04-16,7908,603,144,45,18.43,83.25,7908,603,144,45,49,NA,-58,-10,-40,-54,-43,20,NA,NA,NA
"São Paulo",355030,"SP",2020-04-17,8744,643,836,40,16.95,84.75,8744,643,836,40,60,NA,-59,-11,-46,-54,-40,21,NA,NA,NA
"São Paulo",355030,"SP",2020-04-18,9428,686,684,43,17.32,84.92,9428,686,684,43,51,NA,-65,-14,-56,-51,-31,16,NA,NA,NA
"São Paulo",355030,"SP",2020-04-19,9668,700,240,14,18.03,82.58,9668,700,240,14,46,NA,-67,-21,-56,-54,-26,14,NA,NA,NA
"São Paulo",355030,"SP",2020-04-20,9815,715,147,15,18.1,82.67,9815,715,147,15,70,NA,-58,-9,-46,-57,-48,21,NA,NA,NA
"São Paulo",355030,"SP",2020-04-21,10342,753,527,38,18.32,81.5,10342,753,527,38,63,NA,-73,-32,-52,-70,-71,26,NA,NA,NA
"São Paulo",355030,"SP",2020-04-22,10691,778,349,25,17.6,85.42,10691,778,349,25,64,NA,-58,-15,-45,-54,-39,19,NA,NA,NA
"São Paulo",355030,"SP",2020-04-23,11225,912,534,134,18.12,84.88,11225,912,534,134,78,NA,-58,-12,-38,-53,-39,19,NA,NA,NA
"São Paulo",355030,"SP",2020-04-24,11800,1010,575,98,19.4,83.83,11800,1010,575,98,68,NA,-60,-14,-44,-53,-36,20,NA,NA,NA
"São Paulo",355030,"SP",2020-04-25,13098,1099,1298,89,20.33,77.88,13098,1099,1298,89,58,NA,-63,-13,-51,-49,-28,16,NA,NA,NA
"São Paulo",355030,"SP",2020-04-26,13513,1114,415,15,20.26,76.42,13513,1114,415,15,83,NA,-65,-21,-52,-52,-24,13,NA,NA,NA
"São Paulo",355030,"SP",2020-04-27,13989,1172,476,58,18.48,82.42,13989,1172,476,58,73,NA,-59,-19,-48,-54,-35,19,NA,NA,NA
"São Paulo",355030,"SP",2020-04-28,15397,1321,1408,149,19.59,77.75,15397,1321,1408,149,79,NA,-59,-18,-48,-53,-38,16,NA,NA,NA
"São Paulo",355030,"SP",2020-04-29,16638,1439,1241,118,19.95,74.38,16638,1439,1241,118,102,NA,-57,-16,-42,-53,-37,19,NA,NA,NA
"São Paulo",355030,"SP",2020-04-30,18149,1522,1511,83,20.6,71.67,18149,1522,1511,83,101,NA,-52,4,-31,-48,-36,16,NA,NA,NA
"São Paulo",355030,"SP",2020-05-01,19087,1607,938,85,20.08,83.75,19087,1607,938,85,95,NA,-71,-27,-45,-68,-69,27,NA,NA,NA
"São Paulo",355030,"SP",2020-05-02,19494,1661,407,54,19.52,87.88,19494,1661,407,54,83,NA,-63,-8,-53,-52,-31,16,NA,NA,NA
"São Paulo",355030,"SP",2020-05-03,19822,1673,328,12,16.55,78.58,19822,1673,328,12,92,NA,-66,-19,-55,-54,-22,13,NA,NA,NA
"São Paulo",355030,"SP",2020-05-04,20073,1683,251,10,16.33,80.25,20073,1683,251,10,87,NA,-57,-13,-47,-52,-33,18,NA,NA,NA
"São Paulo",355030,"SP",2020-05-05,21140,1801,1067,118,19.15,67.12,21140,1801,1067,118,97,NA,-57,-10,-46,-52,-36,18,NA,NA,NA
"São Paulo",355030,"SP",2020-05-06,23187,1910,2047,109,19.44,64.96,23187,1910,2047,109,79,NA,-56,-10,-45,-52,-36,19,NA,NA,NA
"São Paulo",355030,"SP",2020-05-07,24273,1986,1086,76,13.71,89.25,24273,1986,1086,76,110,NA,-54,2,-40,-51,-36,19,NA,NA,NA
"São Paulo",355030,"SP",2020-05-08,25367,2110,1094,124,14.28,86.62,25366,2110,1093,124,102,NA,-52,6,-40,-48,-32,18,NA,NA,NA
"São Paulo",355030,"SP",2020-05-09,26787,2223,1420,113,16.11,77.58,26787,2223,1421,113,104,NA,-54,10,-49,-42,-23,15,NA,NA,NA
"São Paulo",355030,"SP",2020-05-10,27307,2266,520,43,17.1,75.92,27307,2266,520,43,106,NA,-60,-2,-56,-46,-7,10,NA,NA,NA
"São Paulo",355030,"SP",2020-05-11,27771,2281,464,15,18.38,66.5,27771,2283,464,17,94,NA,-57,-13,-46,-50,-33,19,NA,NA,NA
"São Paulo",355030,"SP",2020-05-12,28682,2405,911,124,18.52,68.25,28682,2407,911,124,91,NA,-56,-12,-47,-50,-35,18,NA,NA,NA
"São Paulo",355030,"SP",2020-05-13,30402,2494,1720,89,18.69,69.96,30402,2496,1720,89,108,NA,-56,-15,-45,-51,-35,19,NA,NA,NA
"São Paulo",355030,"SP",2020-05-14,31873,2596,1471,102,17.52,86.33,31873,2596,1471,100,97,NA,-57,-12,-43,-51,-36,18,NA,NA,NA
"São Paulo",355030,"SP",2020-05-15,33992,2674,2119,78,14.96,92.25,33992,2674,2119,78,108,NA,-57,-8,-46,-51,-33,20,NA,NA,NA
"São Paulo",355030,"SP",2020-05-16,35429,2792,1437,118,17.01,79.79,35429,2792,1437,118,117,NA,-59,-7,-51,-46,-23,15,NA,NA,NA
"São Paulo",355030,"SP",2020-05-17,35931,2835,502,43,16.59,79.83,35931,2835,502,43,113,NA,-64,-16,-53,-51,-16,13,NA,NA,NA
"São Paulo",355030,"SP",2020-05-18,36188,2856,257,21,15.55,86.96,36188,2856,257,21,117,NA,-56,-15,-46,-52,-31,18,NA,NA,NA
"São Paulo",355030,"SP",2020-05-19,37640,3029,1452,173,17.74,83.67,37640,3029,1452,173,113,NA,-55,-12,-47,-51,-34,18,NA,NA,NA
"São Paulo",355030,"SP",2020-05-20,39466,3135,1826,106,18.61,82.04,39466,3135,1826,106,108,NA,-55,-8,-38,-54,-38,19,NA,NA,NA
"São Paulo",355030,"SP",2020-05-21,41451,3238,1985,103,19.3,75.92,41451,3238,1985,103,125,NA,-55,-3,-32,-53,-39,20,NA,NA,NA
"São Paulo",355030,"SP",2020-05-22,42973,3352,1522,114,20.15,70.42,42973,3352,1522,114,125,NA,-56,-5,-39,-51,-35,19,NA,NA,NA
"São Paulo",355030,"SP",2020-05-23,44887,3491,1914,139,19.91,76.75,44887,3491,1914,139,103,NA,-62,-8,-57,-49,-23,16,NA,NA,NA
"São Paulo",355030,"SP",2020-05-24,45527,3534,640,43,13.91,72,45527,3534,640,43,101,NA,-67,-17,-61,-54,-18,14,NA,NA,NA
"São Paulo",355030,"SP",2020-05-25,46204,3555,677,21,13.82,67.71,46204,3555,677,21,102,NA,-66,-19,-51,-61,-56,25,NA,NA,NA
"São Paulo",355030,"SP",2020-05-26,47554,3691,1350,136,14.21,60.96,47554,3691,1350,136,95,NA,-54,-7,-46,-50,-32,17,NA,NA,NA
"São Paulo",355030,"SP",2020-05-27,49264,3826,1710,135,13.24,69.83,49264,3826,1710,135,131,NA,-53,-8,-40,-49,-32,18,NA,NA,NA
"São Paulo",355030,"SP",2020-05-28,52719,3958,3455,132,13.27,82.67,52719,3958,3455,132,109,NA,-52,-3,-33,-47,-31,18,NA,NA,NA
"São Paulo",355030,"SP",2020-05-29,55741,4116,3022,158,15.45,78.75,55741,4116,3022,158,131,NA,-52,1,-37,-46,-28,18,NA,NA,NA
"São Paulo",355030,"SP",2020-05-30,58619,4239,2878,123,16.99,71.33,58619,4239,2878,123,107,NA,-55,2,-45,-41,-13,12,NA,NA,NA
"São Paulo",355030,"SP",2020-05-31,60131,4280,1512,41,17.27,60.33,60131,4280,1512,41,104,NA,-62,-8,-47,-46,-6,11,NA,NA,NA
"São Paulo",355030,"SP",2020-06-01,61126,4304,995,24,17.73,61.42,61126,4304,995,24,135,NA,-51,-5,-41,-47,-26,16,NA,NA,NA
"São Paulo",355030,"SP",2020-06-02,64443,4443,3317,139,15.82,93.17,64443,4443,3317,139,133,NA,-54,-10,-51,-50,-31,17,NA,NA,NA
"São Paulo",355030,"SP",2020-06-03,66777,4564,2334,121,16.28,92.46,66777,4564,2334,121,121,NA,-50,-5,-41,-47,-29,17,NA,NA,NA
"São Paulo",355030,"SP",2020-06-04,69347,4675,2570,111,17.23,93.12,69347,4674,2570,110,108,NA,-50,-1,-35,-45,-29,17,NA,NA,NA
"São Paulo",355030,"SP",2020-06-05,71453,4805,2106,130,18.71,89.96,71453,4805,2106,131,109,NA,-47,9,-35,-43,-26,17,NA,NA,NA
"São Paulo",355030,"SP",2020-06-06,73861,4901,2408,96,20.12,79,73861,4901,2408,96,113,NA,-50,8,-46,-38,-12,13,NA,NA,NA
"São Paulo",355030,"SP",2020-06-07,74796,4920,935,19,20.25,78.58,74796,4920,935,19,121,NA,-58,-3,-48,-44,-5,12,NA,NA,NA
"São Paulo",355030,"SP",2020-06-08,75699,4937,903,17,19.84,79.83,75699,4937,903,17,118,NA,-46,-1,-38,-44,-24,16,NA,NA,NA
"São Paulo",355030,"SP",2020-06-09,78026,5073,2327,136,20.39,85.04,78026,5073,2327,136,142,NA,-48,-5,-43,-45,-27,16,NA,NA,NA
"São Paulo",355030,"SP",2020-06-10,80457,5232,2431,159,20.62,81.26,80457,5232,2431,159,119,NA,-42,2,-31,-42,-26,15,NA,NA,NA
"São Paulo",355030,"SP",2020-06-11,83076,5357,2619,125,22.35,67.08,83076,5357,2619,125,130,NA,-51,-5,-24,-47,-47,20,NA,NA,NA
"São Paulo",355030,"SP",2020-06-12,85622,5480,2546,123,21.78,68.21,85622,5480,2546,123,120,NA,-38,13,-24,-41,-30,16,NA,NA,NA
"São Paulo",355030,"SP",2020-06-13,88025,5599,2403,119,21.39,70.38,88025,5599,2403,119,116,NA,-49,0,-34,-38,-10,12,NA,NA,NA
"São Paulo",355030,"SP",2020-06-14,91198,5623,3173,24,16.17,93.5,91198,5623,3173,24,111,NA,-60,-13,-53,-48,-5,12,NA,NA,NA
"São Paulo",355030,"SP",2020-06-15,93448,5652,2250,29,15.72,93.17,93448,5652,2250,29,104,NA,-45,-5,-42,-44,-24,16,NA,NA,NA
"São Paulo",355030,"SP",2020-06-16,97676,5819,4228,167,17.32,84.42,97676,5819,4228,167,99,NA,-46,-6,-40,-43,-26,16,NA,NA,NA
"São Paulo",355030,"SP",2020-06-17,98132,5959,456,140,18.29,78.83,98132,5959,456,140,119,NA,-44,-6,-33,-42,-26,16,NA,NA,NA
"São Paulo",355030,"SP",2020-06-18,98530,6097,398,138,18.4,69.29,98530,6097,398,138,107,NA,-44,-2,-25,-41,-26,16,NA,NA,NA
