"city","localidade","state","date","cum_confirmed","cum_deaths","new_confirmed","new_deaths","temp_media","umid_media","cum_cases_mins","cum_deaths_mins","new_cases_mins","new_deaths_mins","deaths_reg","metro_area_uf","retail_and_recreation_percent_change_from_baseline_uf","grocery_and_pharmacy_percent_change_from_baseline_uf","parks_percent_change_from_baseline_uf","transit_stations_percent_change_from_baseline_uf","workplaces_percent_change_from_baseline_uf","residential_percent_change_from_baseline_uf","driving_city","transit_city","walking_city"
"Salvador",292740,"BA",2020-04-09,314,11,22,0,27.48,80.62,312,11,22,0,1,NA,-49,-1,-44,-57,-38,14,NA,NA,NA
"Salvador",292740,"BA",2020-04-10,343,11,29,0,27.46,82.46,341,11,29,0,0,NA,-79,-56,-65,-76,-69,23,NA,NA,NA
"Salvador",292740,"BA",2020-04-11,355,11,12,0,26.88,84.96,353,11,12,0,1,NA,-64,-27,-64,-68,-40,17,NA,NA,NA
"Salvador",292740,"BA",2020-04-12,364,11,9,0,27.02,85.96,362,11,9,0,0,NA,-69,-33,-68,-71,-30,15,NA,NA,NA
"Salvador",292740,"BA",2020-04-13,390,11,26,0,25.45,89.75,388,11,26,0,1,NA,-59,-28,-62,-63,-38,18,NA,NA,NA
"Salvador",292740,"BA",2020-04-14,428,13,38,2,26.37,85.33,425,13,37,2,1,NA,-56,-25,-56,-61,-37,16,NA,NA,NA
"Salvador",292740,"BA",2020-04-15,522,15,94,2,26.87,80.79,519,0,94,-13,5,NA,-55,-24,-51,-60,-35,17,NA,NA,NA
"Salvador",292740,"BA",2020-04-16,572,18,50,3,27.63,78.25,569,18,50,18,2,NA,-55,-22,-47,-59,-35,16,NA,NA,NA
"Salvador",292740,"BA",2020-04-17,643,18,71,0,27.46,82.33,642,18,73,0,1,NA,-57,-20,-56,-59,-34,18,NA,NA,NA
"Salvador",292740,"BA",2020-04-18,760,19,117,1,26.98,84.54,759,19,117,1,3,NA,-63,-25,-63,-61,-31,16,NA,NA,NA
"Salvador",292740,"BA",2020-04-19,764,22,4,3,25.76,88.5,762,22,3,3,5,NA,-70,-34,-68,-70,-28,16,NA,NA,NA
"Salvador",292740,"BA",2020-04-20,824,23,60,1,24.73,91.62,821,23,59,1,2,NA,-55,-20,-56,-61,-37,17,NA,NA,NA
"Salvador",292740,"BA",2020-04-21,927,23,103,0,24.81,90.96,922,24,101,1,5,NA,-74,-49,-62,-75,-64,22,NA,NA,NA
"Salvador",292740,"BA",2020-04-22,1039,27,112,4,25.87,87,1034,28,112,4,3,NA,-53,-20,-48,-57,-32,15,NA,NA,NA
"Salvador",292740,"BA",2020-04-23,1137,34,98,7,24.78,90.67,1131,34,97,6,3,NA,-59,-29,-53,-63,-35,17,NA,NA,NA
"Salvador",292740,"BA",2020-04-24,1223,37,86,3,25.56,83.96,1218,37,87,3,5,NA,-58,-22,-59,-60,-33,18,NA,NA,NA
"Salvador",292740,"BA",2020-04-25,1308,38,85,1,25.91,79.29,1303,38,85,1,4,NA,-60,-23,-62,-61,-28,16,NA,NA,NA
"Salvador",292740,"BA",2020-04-26,1362,39,54,1,25.4,89.71,1357,39,54,1,2,NA,-70,-36,-68,-70,-26,16,NA,NA,NA
"Salvador",292740,"BA",2020-04-27,1435,48,73,9,24.85,87.04,1430,48,73,9,5,NA,-55,-24,-58,-60,-31,17,NA,NA,NA
"Salvador",292740,"BA",2020-04-28,1583,56,148,8,26.27,79,1578,56,148,8,7,NA,-52,-19,-52,-56,-32,12,NA,NA,NA
"Salvador",292740,"BA",2020-04-29,1645,62,62,6,24.98,83.79,1639,62,61,6,3,NA,-53,-21,-49,-57,-30,15,NA,NA,NA
"Salvador",292740,"BA",2020-04-30,1790,67,145,5,24.79,88.58,1784,67,145,5,12,NA,-46,-5,-42,-51,-28,13,NA,NA,NA
"Salvador",292740,"BA",2020-05-01,2001,76,211,9,25.4,88.67,1995,76,211,9,4,NA,-73,-44,-61,-73,-62,23,NA,NA,NA
"Salvador",292740,"BA",2020-05-02,2106,78,105,2,26.17,86.29,2100,78,105,2,11,NA,-57,-12,-57,-59,-27,15,NA,NA,NA
"Salvador",292740,"BA",2020-05-03,2253,80,147,2,26.4,85,2247,80,147,2,13,NA,-67,-29,-63,-68,-22,14,NA,NA,NA
"Salvador",292740,"BA",2020-05-04,2377,91,124,11,25.67,86.79,2370,91,123,11,13,NA,-52,-12,-54,-56,-28,15,NA,NA,NA
"Salvador",292740,"BA",2020-05-05,2606,95,229,4,26.25,81.42,2599,95,229,4,6,NA,-50,-9,-48,-54,-29,14,NA,NA,NA
"Salvador",292740,"BA",2020-05-06,2754,98,148,3,25.41,87.29,2746,98,147,3,10,NA,-49,-8,-43,-53,-27,15,NA,NA,NA
"Salvador",292740,"BA",2020-05-07,2884,101,130,3,25.75,89.92,2877,101,131,3,11,NA,-47,-3,-40,-53,-27,14,NA,NA,NA
"Salvador",292740,"BA",2020-05-08,3136,118,252,17,25.23,91.46,3129,118,252,17,14,NA,-49,-1,-52,-54,-26,16,NA,NA,NA
"Salvador",292740,"BA",2020-05-09,3349,127,213,9,24.37,87.21,3342,127,213,9,11,NA,-54,-3,-58,-58,-23,15,NA,NA,NA
"Salvador",292740,"BA",2020-05-10,3677,128,328,1,24.78,82.17,3670,128,328,1,10,NA,-65,-18,-65,-66,-11,13,NA,NA,NA
"Salvador",292740,"BA",2020-05-11,3891,138,214,10,23.52,94.33,3884,138,214,10,11,NA,-53,-15,-55,-57,-28,16,NA,NA,NA
"Salvador",292740,"BA",2020-05-12,4120,145,229,7,25.31,89.17,4107,145,223,7,16,NA,-52,-14,-52,-55,-30,15,NA,NA,NA
"Salvador",292740,"BA",2020-05-13,4362,148,242,3,24.2,91.79,4349,148,242,3,9,NA,-54,-19,-49,-58,-29,16,NA,NA,NA
"Salvador",292740,"BA",2020-05-14,4632,167,270,19,25.15,88.29,4619,167,270,19,15,NA,-53,-17,-46,-56,-28,14,NA,NA,NA
"Salvador",292740,"BA",2020-05-15,4843,181,211,14,25.8,87,4842,204,223,37,13,NA,-54,-13,-54,-56,-27,17,NA,NA,NA
"Salvador",292740,"BA",2020-05-16,5280,184,437,3,26.1,84.08,5267,185,425,-19,21,NA,-59,-15,-58,-58,-23,16,NA,NA,NA
"Salvador",292740,"BA",2020-05-17,5330,189,50,5,25.04,87.54,5317,213,50,28,28,NA,-70,-30,-66,-68,-20,15,NA,NA,NA
"Salvador",292740,"BA",2020-05-18,5339,202,9,13,25.49,87.08,5326,229,9,16,22,NA,-54,-17,-54,-57,-28,16,NA,NA,NA
"Salvador",292740,"BA",2020-05-19,5331,215,-8,13,24.69,89.67,7106,215,1780,-14,18,NA,-57,-24,-57,-60,-31,16,NA,NA,NA
"Salvador",292740,"BA",2020-05-20,5331,241,0,26,26.01,77.71,7169,241,63,26,31,NA,-53,-16,-49,-56,-29,16,NA,NA,NA
"Salvador",292740,"BA",2020-05-21,6880,248,1549,7,24.78,89.04,7578,248,409,7,23,NA,-59,-24,-53,-62,-31,18,NA,NA,NA
"Salvador",292740,"BA",2020-05-22,7118,257,238,9,24.2,93.58,7860,257,282,9,27,NA,-56,-13,-57,-57,-29,18,NA,NA,NA
"Salvador",292740,"BA",2020-05-23,8026,264,908,7,25.52,89.29,8084,264,224,7,33,NA,-59,-14,-60,-58,-23,16,NA,NA,NA
"Salvador",292740,"BA",2020-05-24,8613,303,587,39,25.85,87.46,8734,303,650,39,34,NA,-68,-25,-64,-67,-18,15,NA,NA,NA
"Salvador",292740,"BA",2020-05-25,8860,314,247,11,25.59,88.17,8941,314,207,11,19,NA,-64,-27,-56,-63,-44,20,NA,NA,NA
"Salvador",292740,"BA",2020-05-26,9094,328,234,14,26.42,86.21,9227,328,286,14,33,NA,-65,-31,-56,-65,-47,19,NA,NA,NA
"Salvador",292740,"BA",2020-05-27,9389,357,295,29,26.48,87.21,9472,357,245,29,32,NA,-58,-19,-49,-63,-36,18,NA,NA,NA
"Salvador",292740,"BA",2020-05-28,9874,390,485,33,25.52,81.33,10006,390,534,33,22,NA,-54,-12,-47,-57,-30,16,NA,NA,NA
"Salvador",292740,"BA",2020-05-29,10353,421,479,31,24.64,73.46,10485,421,479,31,34,NA,-54,-5,-53,-56,-29,18,NA,NA,NA
"Salvador",292740,"BA",2020-05-30,10724,443,371,22,23.91,83.38,10791,443,306,22,38,NA,-57,-10,-58,-57,-21,15,NA,NA,NA
"Salvador",292740,"BA",2020-05-31,11087,453,363,10,24.82,78.71,11218,453,427,10,26,NA,-67,-23,-63,-67,-15,15,NA,NA,NA
"Salvador",292740,"BA",2020-06-01,11431,474,344,21,25.33,81.54,11499,474,281,21,29,NA,-49,-7,-52,-53,-25,16,NA,NA,NA
"Salvador",292740,"BA",2020-06-02,12850,493,1419,19,25.27,90.12,12954,493,1455,19,40,NA,-49,-8,-49,-52,-27,15,NA,NA,NA
"Salvador",292740,"BA",2020-06-03,13278,511,428,18,26.3,85.75,13367,511,413,18,32,NA,-50,-10,-45,-52,-25,16,NA,NA,NA
"Salvador",292740,"BA",2020-06-04,13745,535,467,24,25.11,92.08,13801,535,434,24,34,NA,-52,-12,-48,-54,-27,16,NA,NA,NA
"Salvador",292740,"BA",2020-06-05,15173,558,1428,23,23.34,94.12,15260,558,1459,23,37,NA,-51,-3,-53,-53,-25,17,NA,NA,NA
"Salvador",292740,"BA",2020-06-06,15691,579,518,21,25.1,84.38,15724,579,464,21,34,NA,-56,-6,-58,-54,-20,15,NA,NA,NA
"Salvador",292740,"BA",2020-06-07,16001,600,310,21,25.25,86,16099,600,375,21,33,NA,-67,-20,-64,-66,-14,15,NA,NA,NA
"Salvador",292740,"BA",2020-06-08,16001,600,0,0,24.94,78.88,16323,622,224,22,38,NA,-47,-1,-50,-51,-24,15,NA,NA,NA
"Salvador",292740,"BA",2020-06-09,17176,640,1175,40,24.37,89.17,17224,640,901,18,29,NA,-49,-7,-50,-53,-26,15,NA,NA,NA
"Salvador",292740,"BA",2020-06-10,18151,674,975,34,24.75,90.12,18201,674,977,34,41,NA,-43,0,-39,-49,-23,14,NA,NA,NA
"Salvador",292740,"BA",2020-06-11,18706,707,555,33,25.62,84.58,18784,707,583,33,39,NA,-60,-26,-48,-65,-48,19,NA,NA,NA
"Salvador",292740,"BA",2020-06-12,19027,720,321,13,26,82.38,19093,720,309,13,33,NA,-43,7,-47,-50,-25,16,NA,NA,NA
"Salvador",292740,"BA",2020-06-13,19687,728,660,8,25.65,80.42,19732,728,639,8,40,NA,-56,-13,-56,-56,-19,15,NA,NA,NA
"Salvador",292740,"BA",2020-06-14,19860,742,173,14,25.62,78.04,19893,742,161,14,38,NA,-65,-22,-61,-65,-11,14,NA,NA,NA
"Salvador",292740,"BA",2020-06-15,20525,752,665,10,25.43,80.46,20638,752,745,10,41,NA,-48,-9,-52,-52,-24,16,NA,NA,NA
"Salvador",292740,"BA",2020-06-16,21162,775,637,23,26.07,73.83,21203,775,565,23,29,NA,-47,-9,-49,-52,-26,15,NA,NA,NA
"Salvador",292740,"BA",2020-06-17,21893,800,731,25,25.73,75.71,21955,800,752,25,29,NA,-48,-12,-45,-53,-24,15,NA,NA,NA
"Salvador",292740,"BA",2020-06-18,21928,827,35,27,24.76,87.62,22254,827,299,27,37,NA,-48,-12,-45,-53,-24,15,NA,NA,NA
"Salvador",292740,"BA",2020-06-19,22155,854,227,27,24.87,85.17,22777,854,523,27,31,NA,-49,-5,-51,-52,-23,16,NA,NA,NA
"Salvador",292740,"BA",2020-06-20,23047,884,892,30,25.24,78.33,23124,884,347,30,38,NA,-53,-8,-55,-54,-15,14,NA,NA,NA
"Salvador",292740,"BA",2020-06-21,23411,904,364,20,25.15,76.33,23483,904,359,20,32,NA,-65,-21,-61,-65,-10,15,NA,NA,NA
"Salvador",292740,"BA",2020-06-22,23639,919,228,15,24.01,92.58,23663,919,180,15,29,NA,-46,-3,-50,-50,-24,15,NA,NA,NA
"Salvador",292740,"BA",2020-06-23,24348,953,709,34,24.94,73.75,24393,953,730,34,33,NA,-43,8,-37,-48,-24,12,NA,NA,NA
"Salvador",292740,"BA",2020-06-24,25749,991,1401,38,25.37,74.04,25803,991,1410,38,23,NA,-58,-25,-42,-60,-37,15,NA,NA,NA
"Salvador",292740,"BA",2020-06-25,26814,1029,1065,38,24.2,87.5,26864,1029,1061,38,34,NA,-51,-13,-45,-54,-27,15,NA,NA,NA
"Salvador",292740,"BA",2020-06-26,27666,1046,852,17,23.8,88,27713,1046,849,17,0,NA,-51,-8,-51,-53,-25,17,NA,NA,NA
"Salvador",292740,"BA",2020-06-27,31141,1065,3475,19,24.17,83.33,31199,1065,3486,19,0,NA,-56,-11,-55,-55,-18,16,NA,NA,NA
"Salvador",292740,"BA",2020-06-28,32332,1093,1191,28,24.35,81.42,32402,1093,1203,28,0,NA,-65,-22,-59,-64,-11,14,NA,NA,NA
"Salvador",292740,"BA",2020-06-29,32599,1129,267,36,24.82,78.12,32673,1129,271,36,0,NA,-49,-9,-52,-52,-24,16,NA,NA,NA
"Salvador",292740,"BA",2020-06-30,33505,1163,906,34,24.12,90.04,33911,1163,1238,34,0,NA,-44,2,-46,-49,-24,14,NA,NA,NA
"Salvador",292740,"BA",2020-07-01,34613,1189,1108,26,24.36,76.25,35026,1189,1115,26,0,NA,-43,2,-38,-46,-21,14,NA,NA,NA
"Salvador",292740,"BA",2020-07-02,35837,1209,1224,20,24.25,79.79,35881,1209,855,20,0,NA,-44,0,-40,-50,-25,15,NA,NA,NA
"Salvador",292740,"BA",2020-07-03,36813,1234,976,25,24.71,84.5,36856,1234,975,25,0,NA,-45,6,-48,-48,-22,16,NA,NA,NA
"Salvador",292740,"BA",2020-07-04,38030,1256,1217,22,24.3,85.25,38052,1256,1196,22,0,NA,-49,2,-52,-49,-15,14,NA,NA,NA
"Salvador",292740,"BA",2020-07-05,38467,1277,437,21,25.77,71.71,38511,1277,459,21,0,NA,-61,-11,-58,-60,-10,14,NA,NA,NA
"Salvador",292740,"BA",2020-07-06,38695,1311,228,34,25.47,71.58,38732,1311,221,34,0,NA,-42,3,-47,-46,-22,15,NA,NA,NA
"Salvador",292740,"BA",2020-07-07,39865,1339,1170,28,24.45,75.62,39920,1339,1188,28,0,NA,-43,4,-45,-46,-24,15,NA,NA,NA
"Salvador",292740,"BA",2020-07-08,40877,1366,1012,27,23.43,89.46,40919,1366,999,27,0,NA,-45,-2,-45,-47,-22,15,NA,NA,NA
"Salvador",292740,"BA",2020-07-09,41471,1378,594,12,22.89,94.38,41522,1378,603,12,0,NA,-48,-7,-47,-52,-25,16,NA,NA,NA
"Salvador",292740,"BA",2020-07-10,42078,1391,607,13,23.84,84.04,42113,1392,591,14,0,NA,-45,4,-49,-45,-21,16,NA,NA,NA
"Salvador",292740,"BA",2020-07-11,42688,1415,610,24,24.03,78.21,42734,1415,621,23,0,NA,-51,-2,-54,-49,-15,15,NA,NA,NA
"Salvador",292740,"BA",2020-07-12,43034,1424,346,9,24.35,80.17,43068,1424,334,9,0,NA,-62,-14,-58,-59,-10,14,NA,NA,NA
"Salvador",292740,"BA",2020-07-13,43210,1441,176,17,23.89,84.46,43239,1441,171,17,0,NA,-46,-5,-49,-47,-22,15,NA,NA,NA
"Salvador",292740,"BA",2020-07-14,43934,1459,724,18,23.39,89.46,43986,1459,747,18,0,NA,-47,-7,-48,-48,-25,15,NA,NA,NA
"Salvador",292740,"BA",2020-07-15,44548,1483,614,24,24.21,84.58,44586,1483,600,24,0,NA,-46,-6,-42,-46,-22,15,NA,NA,NA
"Salvador",292740,"BA",2020-07-16,45411,1514,863,31,24.63,77.92,45484,1514,898,31,0,NA,-46,-7,-44,-47,-23,15,NA,NA,NA
"Salvador",292740,"BA",2020-07-17,45944,1521,533,7,22.79,86.96,45961,1521,477,7,0,NA,-50,-6,-55,-49,-22,17,NA,NA,NA
"Salvador",292740,"BA",2020-07-18,46315,1528,371,7,23.88,77.75,46397,1528,436,7,0,NA,-52,-4,-55,-49,-16,15,NA,NA,NA
"Salvador",292740,"BA",2020-07-19,46549,1539,234,11,23.24,83.04,46587,1539,190,11,0,NA,-65,-21,-61,-61,-12,15,NA,NA,NA
"Salvador",292740,"BA",2020-07-20,46684,1545,135,6,24.27,79.62,46729,1545,142,6,0,NA,-44,-2,-48,-45,-21,15,NA,NA,NA
"Salvador",292740,"BA",2020-07-21,47373,1559,689,14,24.3,80.04,47461,1559,732,14,0,NA,-44,-4,-46,-47,-23,15,NA,NA,NA
"Salvador",292740,"BA",2020-07-22,48750,1583,1377,24,23.9,76.08,48849,1582,1388,23,0,NA,-44,-5,-41,-46,-19,15,NA,NA,NA
"Salvador",292740,"BA",2020-07-23,50156,1605,1406,22,24.05,82.38,50219,1605,1370,23,0,NA,-42,-3,-37,-45,-19,14,NA,NA,NA
"Salvador",292740,"BA",2020-07-24,51121,1630,965,25,24.33,75.08,51177,1630,958,25,0,NA,-43,2,-47,-44,-18,15,NA,NA,NA
"Salvador",292740,"BA",2020-07-25,51989,1636,868,6,24.57,71.33,52020,1636,843,6,0,NA,-47,0,-50,-46,-13,14,NA,NA,NA
"Salvador",292740,"BA",2020-07-26,52236,1641,247,5,23.99,84.21,52263,1641,243,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvador",292740,"BA",2020-07-27,52399,1649,163,8,24.32,83.5,52417,1649,154,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvador",292740,"BA",2020-07-28,53500,1655,1101,6,24.89,73.46,53520,1655,1103,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belo Horizonte",310620,"MG",2020-03-16,1,0,1,0,21.85,72.08,0,0,0,0,0,NA,-4,9,-5,4,18,0,89.92,NA,98
"Belo Horizonte",310620,"MG",2020-03-17,5,0,4,0,21.88,74.96,0,0,0,0,0,NA,-13,10,-15,-4,9,2,83.2,NA,82.57
"Belo Horizonte",310620,"MG",2020-03-18,10,0,5,0,21.7,78.04,0,0,0,0,0,NA,-19,10,-19,-13,-3,6,70.1,NA,65.25
"Belo Horizonte",310620,"MG",2020-03-19,18,0,8,0,21.74,81.58,0,0,0,0,0,NA,-25,12,-25,-20,-9,9,62.45,NA,47.86
"Belo Horizonte",310620,"MG",2020-03-20,20,0,2,0,20.62,91,0,0,0,0,0,NA,-37,7,-34,-29,-16,11,61.36,NA,39.67
"Belo Horizonte",310620,"MG",2020-03-21,30,0,10,0,19.9,93.88,0,0,0,0,0,NA,-60,-14,-49,-46,-28,15,43.21,NA,24.88
"Belo Horizonte",310620,"MG",2020-03-22,30,0,0,0,18.6,93.83,0,0,0,0,0,NA,-70,-32,-59,-57,-34,16,29.8,NA,17.82
"Belo Horizonte",310620,"MG",2020-03-23,60,0,30,0,18.86,83.04,0,0,0,0,0,NA,-61,-26,-48,-53,-38,19,39.06,NA,24.02
"Belo Horizonte",310620,"MG",2020-03-24,87,0,27,0,17.93,77.25,0,0,0,0,1,NA,-65,-31,-50,-56,-46,20,39.69,NA,23.81
"Belo Horizonte",310620,"MG",2020-03-25,90,0,3,0,18.51,72.79,0,0,0,0,1,NA,-64,-31,-47,-56,-47,21,40.06,NA,24.48
"Belo Horizonte",310620,"MG",2020-03-26,96,0,6,0,18.49,79.04,0,0,0,0,0,NA,-62,-27,-44,-56,-45,21,42.53,NA,26.91
"Belo Horizonte",310620,"MG",2020-03-27,118,0,22,0,18.48,82.96,0,0,0,0,0,NA,-61,-22,-44,-54,-43,21,49.51,NA,28.87
"Belo Horizonte",310620,"MG",2020-03-28,129,0,11,0,19.7,77.21,129,0,129,0,0,NA,-66,-24,-44,-54,-38,17,44.58,NA,26.23
"Belo Horizonte",310620,"MG",2020-03-29,143,0,14,0,21.16,78.04,143,0,14,0,1,NA,-66,-29,-46,-57,-30,15,34.22,NA,21.49
"Belo Horizonte",310620,"MG",2020-03-30,163,1,20,1,22.13,75.67,163,1,20,1,1,NA,-56,-26,-41,-52,-38,18,44.99,NA,28.58
"Belo Horizonte",310620,"MG",2020-03-31,163,2,0,1,22.06,73.83,163,2,0,1,1,NA,-54,-19,-40,-50,-40,17,50.27,NA,32.43
"Belo Horizonte",310620,"MG",2020-04-01,188,2,25,0,20.7,85.04,188,2,25,0,1,NA,-54,-19,-40,-50,-40,18,49.17,NA,29.26
"Belo Horizonte",310620,"MG",2020-04-02,210,3,22,1,20.51,89.58,210,3,22,1,3,NA,-52,-15,-38,-49,-38,18,49.7,NA,30.01
"Belo Horizonte",310620,"MG",2020-04-03,225,3,15,0,21.74,82.96,225,3,15,0,3,NA,-54,-11,-39,-48,-36,18,54.27,NA,31.82
"Belo Horizonte",310620,"MG",2020-04-04,237,3,12,0,21.12,86.75,237,3,12,0,3,NA,-58,-10,-38,-47,-31,15,53.2,NA,30.97
"Belo Horizonte",310620,"MG",2020-04-05,262,3,25,0,22.58,79.25,262,3,25,0,1,NA,-62,-19,-41,-52,-27,13,37.83,NA,22.67
"Belo Horizonte",310620,"MG",2020-04-06,264,4,2,1,21.68,82.46,264,4,2,1,2,NA,-48,-12,-33,-45,-33,16,52.47,NA,34.18
"Belo Horizonte",310620,"MG",2020-04-07,275,5,11,1,21.73,86.33,275,5,11,1,2,NA,-46,-7,-33,-44,-35,15,57.16,NA,37.31
"Belo Horizonte",310620,"MG",2020-04-08,299,6,24,1,20.19,90,299,6,24,1,0,NA,-46,-6,-33,-44,-35,16,57.91,NA,33.5
"Belo Horizonte",310620,"MG",2020-04-09,310,6,11,0,19.27,89.46,310,6,11,0,0,NA,-40,16,-28,-40,-36,14,65.47,NA,39.42
"Belo Horizonte",310620,"MG",2020-04-10,330,6,20,0,20.13,84.96,330,6,20,0,2,NA,-75,-46,-46,-66,-73,27,49.59,NA,28.12
"Belo Horizonte",310620,"MG",2020-04-11,338,6,8,0,20.77,85.08,338,6,8,0,0,NA,-54,2,-33,-44,-32,14,55.96,NA,37.46
"Belo Horizonte",310620,"MG",2020-04-12,355,6,17,0,19.58,88.83,355,6,17,0,0,NA,-61,-17,-42,-50,-22,10,38.9,NA,20.6
"Belo Horizonte",310620,"MG",2020-04-13,357,6,2,0,18.53,85.58,357,6,2,0,0,NA,-46,-14,-32,-44,-30,15,50.76,NA,38.03
"Belo Horizonte",310620,"MG",2020-04-14,373,6,16,0,19.3,81.29,373,6,16,0,3,NA,-49,-16,-37,-46,-33,16,51.52,NA,35.03
"Belo Horizonte",310620,"MG",2020-04-15,380,6,7,0,19.04,88.62,380,6,7,0,3,NA,-49,-14,-36,-45,-33,16,54.68,NA,36.24
"Belo Horizonte",310620,"MG",2020-04-16,390,7,10,1,18.35,90.88,390,7,10,1,2,NA,-50,-5,-32,-40,-31,17,53.95,NA,34.71
"Belo Horizonte",310620,"MG",2020-04-17,406,8,16,1,19.47,87.33,406,8,16,1,0,NA,-51,-2,-32,-37,-29,17,60.23,NA,39.59
"Belo Horizonte",310620,"MG",2020-04-18,420,8,14,0,18.82,86.12,420,8,14,0,4,NA,-59,-9,-35,-42,-24,13,55.93,NA,29.9
"Belo Horizonte",310620,"MG",2020-04-19,448,8,28,0,17.11,85.62,448,8,28,0,1,NA,-64,-16,-39,-51,-22,12,37.11,NA,21.95
"Belo Horizonte",310620,"MG",2020-04-20,460,8,12,0,17.89,78.42,460,8,12,0,4,NA,-49,-4,-24,-42,-35,15,57.96,NA,35.89
"Belo Horizonte",310620,"MG",2020-04-21,467,8,7,0,18.44,76.29,467,8,7,0,1,NA,-71,-37,-37,-61,-65,21,46.77,NA,27.44
"Belo Horizonte",310620,"MG",2020-04-22,487,9,20,1,19.06,74.33,487,9,20,1,1,NA,-50,-10,-30,-40,-29,14,61.71,NA,41.87
"Belo Horizonte",310620,"MG",2020-04-23,491,9,4,0,19.07,80.33,491,9,4,0,3,NA,-50,-10,-30,-40,-28,16,61.65,NA,39.17
"Belo Horizonte",310620,"MG",2020-04-24,519,11,28,2,19.02,80.71,519,11,28,2,1,NA,-51,-6,-32,-39,-25,15,66,NA,39.31
"Belo Horizonte",310620,"MG",2020-04-25,528,11,9,0,18.18,74.04,528,11,9,0,3,NA,-57,-8,-31,-40,-21,13,59.93,NA,33.11
"Belo Horizonte",310620,"MG",2020-04-26,544,11,16,0,19.02,76.92,544,11,16,0,1,NA,-61,-15,-35,-47,-18,11,41.5,NA,20.46
"Belo Horizonte",310620,"MG",2020-04-27,559,11,15,0,18.23,72.88,559,11,15,0,8,NA,-49,-14,-28,-39,-24,15,58.64,NA,38.42
"Belo Horizonte",310620,"MG",2020-04-28,569,14,10,3,16.63,73.42,569,14,10,3,1,NA,-48,-10,-28,-38,-26,11,62.46,NA,40.24
"Belo Horizonte",310620,"MG",2020-04-29,577,16,8,2,17.34,69.21,577,16,8,2,3,NA,-47,-10,-28,-38,-27,14,61.09,NA,42.8
"Belo Horizonte",310620,"MG",2020-04-30,593,17,16,1,18.72,63.96,593,17,16,1,2,NA,-39,11,-21,-34,-23,12,69.63,NA,45.97
"Belo Horizonte",310620,"MG",2020-05-01,610,20,17,3,19.89,56.62,610,20,17,3,4,NA,-68,-30,-32,-58,-63,22,54.9,NA,28.87
"Belo Horizonte",310620,"MG",2020-05-02,626,20,16,0,20.23,56.83,626,20,16,0,2,NA,-54,-2,-24,-42,-23,12,53.58,NA,28.26
"Belo Horizonte",310620,"MG",2020-05-03,646,20,20,0,20.02,60.83,646,20,20,0,2,NA,-60,-14,-32,-47,-16,9,42.77,NA,21.35
"Belo Horizonte",310620,"MG",2020-05-04,845,20,199,0,16.82,79.38,845,20,199,0,0,NA,-43,-5,-25,-38,-21,13,59.9,NA,39.34
"Belo Horizonte",310620,"MG",2020-05-05,851,22,6,2,18.1,81.71,851,22,6,2,4,NA,-43,-2,-26,-37,-23,13,66.05,NA,41.05
"Belo Horizonte",310620,"MG",2020-05-06,857,23,6,1,20.27,67.5,857,23,6,1,4,NA,-41,1,-24,-35,-23,14,70.18,NA,45.55
"Belo Horizonte",310620,"MG",2020-05-07,915,25,58,2,17.15,90.21,915,25,58,2,3,NA,-39,7,-27,-35,-22,14,68.27,NA,38.77
"Belo Horizonte",310620,"MG",2020-05-08,926,25,11,0,15.11,82.42,926,25,11,0,5,NA,-36,18,-23,-29,-18,13,81.01,NA,48.29
"Belo Horizonte",310620,"MG",2020-05-09,960,26,34,1,14.86,73.88,960,26,34,1,2,NA,-41,19,-24,-29,-12,10,72.9,NA,39.56
"Belo Horizonte",310620,"MG",2020-05-10,973,26,13,0,14.03,76.46,973,26,13,0,1,NA,-53,8,-36,-37,3,7,43.38,NA,20.42
"Belo Horizonte",310620,"MG",2020-05-11,979,26,6,0,15.44,69.29,979,26,6,0,1,NA,-39,-1,-24,-35,-19,13,NA,NA,NA
"Belo Horizonte",310620,"MG",2020-05-12,992,26,13,0,17.12,72.25,992,26,13,0,2,NA,-41,-1,-26,-35,-21,13,NA,NA,NA
"Belo Horizonte",310620,"MG",2020-05-13,1048,28,56,2,18.2,78.67,1048,28,56,2,3,NA,-42,-6,-27,-36,-22,14,62.76,NA,40.41
"Belo Horizonte",310620,"MG",2020-05-14,1068,28,20,0,18.77,82.96,1068,28,20,0,3,NA,-42,-4,-28,-38,-21,13,70.5,NA,48.75
"Belo Horizonte",310620,"MG",2020-05-15,1088,29,20,1,17.83,89.75,1088,29,20,1,0,NA,-42,5,-30,-34,-19,14,82.06,NA,48.08
"Belo Horizonte",310620,"MG",2020-05-16,1150,29,62,0,16.45,97.17,1150,29,62,0,1,NA,-51,-1,-36,-39,-15,13,69.46,NA,37.78
"Belo Horizonte",310620,"MG",2020-05-17,1160,31,10,2,17.68,83.88,1160,31,10,2,4,NA,-57,-9,-36,-45,-10,11,47.41,NA,24.23
