"localidade","state","date","cum_confirmed","cum_deaths","new_confirmed","new_deaths","cum_cases_mins","cum_deaths_mins","new_cases_mins","new_deaths_mins","gl_retail_and_recreation_percent_change_from_baseline","gl_grocery_and_pharmacy_percent_change_from_baseline","gl_parks_percent_change_from_baseline","gl_transit_stations_percent_change_from_baseline","gl_workplaces_percent_change_from_baseline","gl_residential_percent_change_from_baseline","ap_driving"
31,"MG",2020-04-02,370,4,56,1,370,4,56,1,-52,-15,-38,-49,-38,18,53.6
31,"MG",2020-04-02,370,4,56,1,3,0,1,0,-52,-15,-38,-49,-38,18,53.6
31,"MG",2020-04-03,397,6,27,2,397,6,27,2,-54,-11,-39,-48,-36,18,58.09
31,"MG",2020-04-03,397,6,27,2,0,0,-3,0,-54,-11,-39,-48,-36,18,58.09
31,"MG",2020-04-04,430,6,33,0,430,6,33,0,-58,-10,-38,-47,-31,15,58.46
31,"MG",2020-04-04,430,6,33,0,6,0,6,0,-58,-10,-38,-47,-31,15,58.46
31,"MG",2020-04-05,498,6,68,0,498,6,68,0,-62,-19,-41,-52,-27,13,38.97
31,"MG",2020-04-05,498,6,68,0,7,0,1,0,-62,-19,-41,-52,-27,13,38.97
31,"MG",2020-04-06,525,9,27,3,525,9,27,3,-48,-12,-33,-45,-33,16,52.96
31,"MG",2020-04-06,525,9,27,3,9,0,2,0,-48,-12,-33,-45,-33,16,52.96
31,"MG",2020-04-07,559,11,34,2,559,11,34,2,-46,-7,-33,-44,-35,15,56.66
31,"MG",2020-04-07,559,11,34,2,10,0,1,0,-46,-7,-33,-44,-35,15,56.66
31,"MG",2020-04-08,614,14,55,3,614,14,55,3,-46,-6,-33,-44,-35,16,60.39
31,"MG",2020-04-08,614,14,55,3,14,0,4,0,-46,-6,-33,-44,-35,16,60.39
31,"MG",2020-04-09,655,15,41,1,655,15,41,1,-40,16,-28,-40,-36,14,67.71
31,"MG",2020-04-09,655,15,41,1,18,0,4,0,-40,16,-28,-40,-36,14,67.71
31,"MG",2020-04-10,698,17,43,2,698,17,43,2,-75,-46,-46,-66,-73,27,51.27
31,"MG",2020-04-10,698,17,43,2,16,0,-2,0,-75,-46,-46,-66,-73,27,51.27
31,"MG",2020-04-11,750,17,52,0,750,17,52,0,-54,2,-33,-44,-32,14,67.19
