localidade;state;date;cum_confirmed;cum_deaths;new_confirmed;new_deaths;mob1;mob2;mob3;mob4;mob5;mob6
15;PA;18/03/2020;1;0;1;0;-13;8;-16;-7;1;4
15;PA;19/03/2020;1;0;0;0;-25;4;-26;-12;-10;8
15;PA;20/03/2020;2;0;1;0;-30;6;-34;-18;-11;10
15;PA;21/03/2020;2;0;0;0;-52;-7;-48;-26;-16;12
15;PA;22/03/2020;4;0;2;0;-64;-22;-59;-50;-21;13
15;PA;23/03/2020;5;0;1;0;-52;-17;-42;-46;-27;15
15;PA;24/03/2020;5;0;0;0;-57;-24;-46;-53;-36;15
15;PA;25/03/2020;7;0;2;0;-56;-23;-43;-56;-37;16
15;PA;26/03/2020;13;0;6;0;-55;-22;-43;-52;-37;15
15;PA;27/03/2020;16;0;3;0;-55;-19;-47;-53;-34;16
15;PA;28/03/2020;18;0;2;0;-58;-22;-49;-55;-26;13
15;PA;29/03/2020;20;0;2;0;-61;-25;-53;-64;-19;12
15;PA;30/03/2020;26;0;6;0;-49;-20;-41;-53;-29;14
15;PA;31/03/2020;34;0;8;0;-46;-15;-41;-50;-30;13
15;PA;01/04/2020;41;1;7;1;-44;-10;-36;-47;-30;13
15;PA;02/04/2020;49;1;8;0;-44;-9;-35;-46;-29;14
15;PA;03/04/2020;75;1;26;0;-46;-7;-42;-48;-27;16
15;PA;04/04/2020;82;1;7;0;-51;-8;-45;-48;-20;12
15;PA;05/04/2020;86;1;4;0;-58;-16;-53;-62;-18;12
15;PA;06/04/2020;123;5;37;4;-41;-7;-33;-48;-25;12
15;PA;07/04/2020;154;5;31;0;-41;-5;-33;-44;-28;11
15;PA;08/04/2020;165;6;11;1;-42;-5;-35;-49;-29;12
15;PA;09/04/2020;169;7;4;1;-40;7;-31;-48;-32;11
15;PA;10/04/2020;217;9;48;2;-72;-50;-56;-80;-67;23
15;PA;11/04/2020;237;11;20;2;-50;-7;-49;-57;-25;14
15;PA;12/04/2020;259;14;22;3;-60;-20;-59;-69;-19;12
15;PA;13/04/2020;310;14;51;0;-45;-15;-38;-58;-26;14
15;PA;14/04/2020;384;21;74;7;-52;-23;-47;-52;-32;16
15;PA;15/04/2020;487;21;103;0;-46;-12;-36;-49;-30;15
15;PA;16/04/2020;557;26;70;5;-45;-11;-34;-46;-30;15
15;PA;17/04/2020;627;32;70;6;-52;-16;-48;-57;-32;20
15;PA;18/04/2020;641;33;14;1;-54;-10;-47;-58;-21;14
15;PA;19/04/2020;685;34;44;1;-62;-21;-57;-70;-20;14
15;PA;20/04/2020;902;35;217;1;-46;-9;-36;-59;-33;15
15;PA;21/04/2020;1026;38;124;3;-67;-36;-47;-71;-60;21
15;PA;22/04/2020;1195;43;169;5;-48;-10;-37;-56;-32;14
15;PA;23/04/2020;1267;53;72;10;-49;-11;-38;-47;-32;15
15;PA;24/04/2020;1579;86;312;33;-53;-13;-48;-53;-31;17
15;PA;25/04/2020;1745;95;166;9;-56;-12;-48;-54;-22;14
15;PA;26/04/2020;2070;114;325;19;-64;-20;-58;-67;-21;15
15;PA;27/04/2020;2219;122;149;8;-49;-10;-36;-54;-30;17
15;PA;28/04/2020;2319;132;100;10;-50;-7;-36;-52;-34;13
15;PA;29/04/2020;2586;156;267;24;-50;-7;-37;-48;-35;16
15;PA;30/04/2020;2999;224;413;68;-49;2;-36;-48;-36;16
15;PA;01/05/2020;3359;263;360;39;-71;-39;-56;-74;-62;26
15;PA;02/05/2020;3727;306;368;43;-58;-6;-50;-57;-28;16
15;PA;03/05/2020;3920;317;193;11;-66;-20;-59;-69;-23;15
15;PA;04/05/2020;4262;344;342;27;-50;-6;-37;-53;-32;15
15;PA;05/05/2020;4756;375;494;31;-48;1;-36;-42;-35;14
15;PA;06/05/2020;5524;410;768;35;-46;5;-31;-38;-35;15
15;PA;07/05/2020;5935;488;411;78;-53;-6;-40;-51;-38;17
15;PA;08/05/2020;6519;574;584;86;-53;-1;-45;-52;-35;20
15;PA;09/05/2020;7018;610;499;36;-56;-2;-50;-52;-26;17
15;PA;10/05/2020;7348;672;330;62;-66;-20;-61;-69;-17;15
15;PA;11/05/2020;8069;812;721;140;-57;-21;-44;-59;-37;20
15;PA;12/05/2020;9059;914;990;102;-56;-16;-43;-58;-39;18
15;PA;13/05/2020;10344;1022;1285;108;-58;-20;-43;-57;-40;19
15;PA;14/05/2020;11479;1095;1135;73;-58;-19;-45;-57;-39;18
15;PA;15/05/2020;12626;1175;1147;80;-59;-16;-51;-57;-37;22
15;PA;16/05/2020;13464;1223;838;48;-63;-20;-56;-59;-29;18
15;PA;17/05/2020;14201;1280;737;57;-69;-26;-64;-69;-23;16
15;PA;18/05/2020;15467;1392;1266;112;-55;-13;-42;-57;-34;17
15;PA;19/05/2020;17177;1554;1710;162;-59;-21;-48;-60;-39;18
15;PA;20/05/2020;18929;1778;1752;224;-58;-18;-45;-57;-39;18
15;PA;21/05/2020;20532;1893;1603;115;-59;-18;-46;-58;-39;19
15;PA;22/05/2020;22697;2003;2165;110;-59;-15;-52;-59;-36;20
15;PA;23/05/2020;24125;2150;1428;147;-64;-19;-56;-60;-26;16
15;PA;24/05/2020;24815;2290;690;140;-67;-22;-60;-69;-18;15
15;PA;25/05/2020;27366;2431;2551;141;-47;-5;-33;-49;-28;16
15;PA;26/05/2020;29882;2522;2516;91;-49;-7;-37;-50;-30;15
15;PA;27/05/2020;31671;2605;1789;83;-47;-3;-32;-48;-30;15
15;PA;28/05/2020;35132;2785;3461;180;-47;-1;-32;-46;-30;17
15;PA;29/05/2020;37296;2900;2164;115;-48;3;-39;-47;-27;19
15;PA;30/05/2020;37859;2920;563;20;-54;-4;-46;-49;-17;14
15;PA;31/05/2020;37961;2923;102;3;-61;-6;-51;-63;-9;13
15;PA;01/06/2020;40014;3019;2053;96;-41;1;-31;-45;-22;15
15;PA;02/06/2020;43652;3144;3638;125;-37;11;-25;-44;-24;13
15;PA;03/06/2020;46473;3245;2821;101;-37;8;-23;-42;-23;14
15;PA;04/06/2020;49473;3492;3000;247;-38;8;-25;-41;-24;14
15;PA;05/06/2020;53860;3665;4387;173;-38;16;-30;-40;-20;15
15;PA;06/06/2020;53860;3665;0;0;-40;13;-31;-41;-9;11
15;PA;07/06/2020;54271;3678;411;13;-51;3;-40;-56;-3;11
15;PA;08/06/2020;57570;3835;3299;157;-29;11;-18;-38;-16;12
15;PA;09/06/2020;60636;3898;3066;63;-30;9;-23;-39;-20;12
15;PA;10/06/2020;63405;3980;2769;82;-26;14;-15;-35;-19;12
15;PA;11/06/2020;65151;4090;1746;110;-44;-7;-25;-49;-47;19
15;PA;12/06/2020;66328;4132;1177;42;-23;22;-22;-39;-21;15
15;PA;13/06/2020;68456;4191;2128;59;-39;4;-30;-43;-7;12
15;PA;14/06/2020;69224;4201;768;10;-48;-1;-35;-54;1;11
15;PA;15/06/2020;71243;4291;2019;90;-28;6;-17;-37;-15;13
15;PA;16/06/2020;74192;4350;2949;59;-29;6;-18;-39;-17;13
15;PA;17/06/2020;76623;4395;2431;45;-30;3;-19;-37;-18;13
15;PA;18/06/2020;80072;4469;3449;74;-31;4;-21;-37;-18;13
15;PA;19/06/2020;82881;4519;2809;50;-31;8;-25;-36;-15;14
15;PA;20/06/2020;84654;4583;1773;64;-36;7;-23;-35;-3;10
15;PA;21/06/2020;86020;4605;1366;22;-45;0;-30;-51;2;9
15;PA;22/06/2020;88636;4672;2616;67;-27;5;-12;-33;-15;12
15;PA;23/06/2020;91708;4726;3072;54;-25;9;-13;-31;-17;12
15;PA;24/06/2020;94036;4748;2328;22;-29;4;-15;-31;-16;12
15;PA;25/06/2020;96472;4803;2436;55;-27;8;-13;-29;-16;13
15;PA;26/06/2020;99313;4834;2841;31;-28;13;-22;-32;-13;14
15;PA;27/06/2020;100443;4845;1130;11;-34;11;-21;-31;-3;10
15;PA;28/06/2020;101207;4870;764;25;-42;5;-25;-48;3;9
15;PA;29/06/2020;103206;4920;1999;50;-23;11;-9;-31;-11;12
15;PA;30/06/2020;105853;4960;2647;40;-18;23;-8;-25;-13;11
15;PA;01/07/2020;108067;5004;2214;44;-16;24;-4;-21;-13;11
15;PA;02/07/2020;110411;5050;2344;46;-15;26;-3;-19;-13;11
15;PA;03/07/2020;112531;5069;2120;19;-17;27;-10;-20;-11;12
15;PA;04/07/2020;113811;5096;1280;27;-21;27;-2;-20;0;8
15;PA;05/07/2020;114535;5105;724;9;-30;18;-9;-36;5;7
15;PA;06/07/2020;116152;5128;1617;23;-11;25;4;-18;-10;10
15;PA;07/07/2020;118744;5169;2592;41;-10;29;-1;-17;-13;9
15;PA;08/07/2020;120731;5196;1987;27;-11;24;4;-17;-12;9
15;PA;09/07/2020;122674;5224;1943;28;-12;25;1;-15;-12;10
15;PA;10/07/2020;124934;5274;2260;50;-13;27;0;-15;-10;11
15;PA;11/07/2020;125714;5289;780;15;-20;21;9;-17;0;7
15;PA;12/07/2020;126509;5293;795;4;-25;15;14;-31;6;5
15;PA;13/07/2020;128570;5318;2061;25;-12;16;11;-18;-9;9
15;PA;14/07/2020;130834;5337;2264;19;-12;18;5;-18;-12;10
15;PA;15/07/2020;133039;5385;2205;48;-11;19;6;-16;-11;10
15;PA;16/07/2020;135164;5448;2125;63;-11;21;9;-13;-11;10
15;PA;17/07/2020;136947;5478;1783;30;-13;23;5;-12;-10;11
15;PA;18/07/2020;137484;5523;537;45;-18;19;25;-14;-1;7
15;PA;19/07/2020;138396;5538;912;15;-22;13;27;-29;4;5
15;PA;20/07/2020;140393;5554;1997;16;-14;15;15;-16;-9;9
15;PA;21/07/2020;142358;5581;1965;27;-13;17;5;-17;-12;9
15;PA;22/07/2020;144467;5616;2109;35;-12;18;11;-16;-10;9
15;PA;23/07/2020;146252;5646;1785;30;-11;21;15;-9;-10;9
15;PA;24/07/2020;147923;5689;1671;43;-13;24;12;-7;-10;10
15;PA;25/07/2020;148463;5716;540;27;-17;21;35;-8;-1;6
15;PA;26/07/2020;148823;5729;360;13;-19;16;39;-26;4;4
15;PA;27/07/2020;150616;5753;1793;24;-13;17;28;-14;-9;8
15;PA;28/07/2020;151849;5694;1233;-59;-11;21;17;-14;-10;8
15;PA;29/07/2020;153350;5699;1501;5;-9;22;17;-13;-11;9
15;PA;30/07/2020;154685;5728;1335;29;-7;31;14;-8;-11;9
15;PA;31/07/2020;156053;5750;1368;22;-5;37;13;-3;-8;9
15;PA;01/08/2020;156285;5773;232;23;-10;33;29;-2;1;6
15;PA;02/08/2020;156505;5784;220;11;-13;26;32;-18;6;5
15;PA;03/08/2020;158277;5799;1772;15;-5;29;21;-4;-6;8
15;PA;04/08/2020;160695;5818;2418;19;-2;33;10;-6;-8;8
15;PA;05/08/2020;162822;5835;2127;17;0;33;13;-3;-8;8
15;PA;06/08/2020;164759;5854;1937;19;2;35;15;0;-7;8
15;PA;07/08/2020;167099;5871;2340;17;3;39;9;3;-4;9
15;PA;08/08/2020;167642;5885;543;14;4;42;19;6;5;5
15;PA;09/08/2020;168151;5893;509;8;-9;32;17;-16;17;2
15;PA;10/08/2020;169613;5901;1462;8;-3;23;12;-3;-5;8
15;PA;11/08/2020;171878;5909;2265;8;-2;26;10;-7;-8;8
15;PA;12/08/2020;173625;5917;1747;8;-3;24;12;-6;-7;9
15;PA;13/08/2020;175608;5924;1983;7;-3;25;14;-3;-7;9
15;PA;14/08/2020;177010;5932;1402;8;-2;30;8;0;-4;9
15;PA;15/08/2020;177969;5940;959;8;-12;19;24;-6;-9;7
15;PA;16/08/2020;178375;5945;406;5;-9;24;29;-17;7;5
15;PA;17/08/2020;180090;5975;1715;30;-2;23;17;-3;-4;9
15;PA;18/08/2020;182231;6015;2141;40;-1;25;11;-7;-5;8
15;PA;19/08/2020;184253;6027;2022;12;1;24;15;-6;-6;8
15;PA;20/08/2020;186646;6037;2393;10;4;27;19;-2;-5;8
15;PA;21/08/2020;188644;6047;1998;10;3;28;19;-2;-3;10
15;PA;22/08/2020;189289;6057;645;10;0;26;30;-5;5;6
15;PA;23/08/2020;189582;6062;293;5;-5;24;18;-19;9;6
15;PA;24/08/2020;191609;6078;2027;16;2;22;23;-4;-2;9
15;PA;25/08/2020;193564;6097;1955;19;9;30;30;-4;-5;8
15;PA;26/08/2020;195297;6102;1733;5;9;29;31;-2;-3;8
15;PA;27/08/2020;196874;6106;1577;4;12;32;31;0;-4;8
15;PA;28/08/2020;198246;6109;1372;3;14;38;21;3;-1;8
15;PA;29/08/2020;199171;6115;925;6;15;39;40;4;7;4
15;PA;30/08/2020;199556;6146;385;31;10;36;32;-11;9;4
15;PA;31/08/2020;200985;6176;1429;30;16;36;35;3;0;7
15;PA;01/09/2020;202436;6201;1451;25;23;47;36;6;-4;6
15;PA;02/09/2020;203969;6215;1533;14;26;45;40;10;-3;6
15;PA;03/09/2020;205291;6228;1322;13;28;47;43;14;-3;7
15;PA;04/09/2020;206864;6240;1573;12;32;52;36;22;-1;7
21;MA;20/03/2020;1;0;1;0;-34;1;-40;-29;-13;8
21;MA;21/03/2020;2;0;1;0;-50;1;-51;-40;-15;9
21;MA;22/03/2020;2;0;0;0;-64;-18;-56;-55;-22;11
21;MA;23/03/2020;8;0;6;0;-60;-18;-43;-58;-37;14
21;MA;24/03/2020;8;0;0;0;-64;-27;-49;-62;-45;15
21;MA;25/03/2020;8;0;0;0;-66;-30;-53;-64;-48;17
21;MA;26/03/2020;10;0;2;0;-64;-26;-46;-64;-45;15
21;MA;27/03/2020;13;0;3;0;-63;-25;-51;-66;-43;16
21;MA;28/03/2020;15;0;2;0;-63;-23;-51;-64;-33;13
21;MA;29/03/2020;21;1;6;1;-63;-27;-48;-66;-20;11
21;MA;30/03/2020;30;1;9;0;-56;-20;-40;-64;-38;14
21;MA;31/03/2020;51;1;21;0;-55;-18;-41;-60;-38;14
21;MA;01/04/2020;70;1;19;0;-54;-13;-44;-59;-39;15
21;MA;02/04/2020;80;1;10;0;-53;-12;-39;-60;-38;15
21;MA;03/04/2020;87;1;7;0;-54;-11;-45;-61;-36;16
21;MA;04/04/2020;95;2;8;1;-57;-10;-49;-62;-26;14
21;MA;05/04/2020;132;2;37;0;-59;-18;-48;-64;-18;12
21;MA;06/04/2020;171;4;39;2;-48;-8;-34;-59;-33;15
21;MA;07/04/2020;229;11;58;7;-43;2;-29;-55;-33;12
21;MA;08/04/2020;272;12;43;1;-49;-4;-39;-58;-36;13
21;MA;09/04/2020;293;16;21;4;-49;8;-31;-61;-42;12
21;MA;10/04/2020;344;21;51;5;-76;-70;-50;-80;-67;21
21;MA;11/04/2020;398;24;54;3;-57;-10;-46;-68;-34;13
21;MA;12/04/2020;445;27;47;3;-60;-25;-49;-69;-20;10
21;MA;13/04/2020;478;32;33;5;-49;-18;-37;-62;-33;15
21;MA;14/04/2020;630;34;152;2;-52;-22;-43;-59;-35;15
21;MA;15/04/2020;695;37;65;3;-47;-12;-37;-59;-34;15
21;MA;16/04/2020;797;40;102;3;-53;-19;-44;-61;-35;16
21;MA;17/04/2020;1040;44;243;4;-53;-19;-48;-63;-34;17
21;MA;18/04/2020;1205;48;165;4;-57;-17;-51;-63;-24;14
21;MA;19/04/2020;1320;54;115;6;-61;-25;-50;-68;-18;13
21;MA;20/04/2020;1396;60;76;6;-49;-14;-37;-64;-33;15
21;MA;21/04/2020;1604;66;208;6;-67;-35;-51;-74;-56;19
21;MA;22/04/2020;1757;76;153;10;-49;-15;-41;-60;-34;14
21;MA;23/04/2020;1951;88;194;12;-53;-18;-42;-63;-35;16
21;MA;24/04/2020;2105;100;154;12;-54;-18;-48;-63;-33;17
21;MA;25/04/2020;2223;112;118;12;-57;-17;-52;-65;-24;14
21;MA;26/04/2020;2410;125;187;13;-62;-25;-51;-67;-17;13
21;MA;27/04/2020;2528;145;118;20;-51;-18;-39;-63;-32;16
21;MA;28/04/2020;2804;166;276;21;-48;-10;-37;-61;-33;11
21;MA;29/04/2020;3190;184;386;18;-50;-9;-40;-58;-35;14
21;MA;30/04/2020;3506;204;316;20;-52;6;-32;-58;-34;13
21;MA;01/05/2020;3805;224;299;20;-72;-52;-54;-73;-59;21
21;MA;02/05/2020;4040;237;235;13;-59;0;-46;-63;-25;13
21;MA;03/05/2020;4227;249;187;12;-65;-15;-48;-65;-18;11
21;MA;04/05/2020;4530;271;303;22;-51;3;-31;-59;-32;13
21;MA;05/05/2020;5028;291;498;20;-62;-15;-40;-68;-40;15
21;MA;06/05/2020;5389;305;361;14;-60;-9;-42;-66;-40;16
21;MA;07/05/2020;5909;330;520;25;-59;-5;-40;-67;-40;17
21;MA;08/05/2020;6765;355;856;25;-59;-5;-45;-65;-38;19
21;MA;09/05/2020;7599;379;834;24;-62;-4;-49;-68;-28;17
21;MA;10/05/2020;8144;399;545;20;-64;-11;-50;-71;-10;13
21;MA;11/05/2020;8526;423;382;24;-60;-17;-39;-68;-39;19
21;MA;12/05/2020;9112;444;586;21;-58;-13;-39;-64;-40;17
21;MA;13/05/2020;9801;470;689;26;-61;-17;-43;-66;-41;19
21;MA;14/05/2020;10739;496;938;26;-63;-18;-42;-66;-41;18
21;MA;15/05/2020;11592;524;853;28;-68;-23;-53;-73;-50;23
21;MA;16/05/2020;12492;549;900;25;-66;-16;-54;-69;-29;18
21;MA;17/05/2020;13238;576;746;27;-69;-22;-52;-72;-19;15
21;MA;18/05/2020;14198;604;960;28;-54;-8;-33;-62;-33;17
21;MA;19/05/2020;15114;634;916;30;-53;-8;-35;-59;-34;16
21;MA;20/05/2020;16058;663;944;29;-54;-6;-36;-58;-35;17
21;MA;21/05/2020;17212;693;1154;30;-56;-8;-38;-59;-35;18
21;MA;22/05/2020;18767;722;1555;29;-55;-5;-41;-59;-32;18
21;MA;23/05/2020;21191;754;2424;32;-59;-7;-46;-62;-21;15
21;MA;24/05/2020;22786;784;1595;30;-63;-14;-42;-66;-14;14
21;MA;25/05/2020;24278;817;1492;33;-50;-3;-28;-58;-29;17
21;MA;26/05/2020;26145;853;1867;36;-49;-2;-29;-53;-30;15
21;MA;27/05/2020;27979;887;1834;34;-50;0;-31;-52;-30;16
21;MA;28/05/2020;30482;911;2503;24;-50;0;-29;-55;-30;16
21;MA;29/05/2020;32620;932;2138;21;-50;5;-36;-54;-28;17
21;MA;30/05/2020;34639;955;2019;23;-52;7;-38;-55;-15;13
21;MA;31/05/2020;35297;976;658;21;-60;-6;-42;-60;-9;13
21;MA;01/06/2020;36625;997;1328;21;-43;8;-19;-54;-23;14
21;MA;02/06/2020;38174;1028;1549;31;-41;9;-19;-50;-24;13
21;MA;03/06/2020;40629;1062;2455;34;-42;9;-23;-48;-25;14
21;MA;04/06/2020;43313;1095;2684;33;-43;6;-21;-49;-25;15
21;MA;05/06/2020;45470;1132;2157;37;-39;16;-25;-47;-22;15
21;MA;06/06/2020;47593;1170;2123;38;-45;12;-30;-51;-11;12
21;MA;07/06/2020;48537;1208;944;38;-53;0;-27;-56;-3;11
21;MA;08/06/2020;49371;1247;834;39;-38;9;-16;-49;-20;14
21;MA;09/06/2020;52069;1285;2698;38;-35;11;-17;-42;-20;12
21;MA;10/06/2020;53508;1322;1439;37;-34;13;-17;-41;-21;13
21;MA;11/06/2020;55680;1360;2172;38;-43;3;-20;-50;-37;17
21;MA;12/06/2020;57605;1399;1925;39;-28;21;-16;-46;-21;13
21;MA;13/06/2020;58859;1436;1254;37;-44;3;-29;-48;-9;12
21;MA;14/06/2020;59850;1467;991;31;-50;-4;-26;-52;1;11
21;MA;15/06/2020;60592;1499;742;32;-32;5;-12;-45;-18;13
21;MA;16/06/2020;62711;1537;2119;38;-30;8;-11;-43;-18;12
21;MA;17/06/2020;64735;1570;2024;33;-32;6;-18;-42;-20;13
21;MA;18/06/2020;66091;1607;1356;37;-35;3;-16;-42;-20;13
21;MA;19/06/2020;68500;1645;2409;38;-33;8;-22;-41;-17;13
21;MA;20/06/2020;69673;1684;1173;39;-38;9;-28;-44;-5;11
21;MA;21/06/2020;70059;1721;386;37;-44;2;-19;-49;3;10
21;MA;22/06/2020;70689;1760;630;39;-29;7;-10;-41;-17;13
21;MA;23/06/2020;72021;1797;1332;37;-26;12;-9;-39;-17;12
21;MA;24/06/2020;73314;1836;1293;39;-29;10;-14;-37;-18;12
21;MA;25/06/2020;74925;1871;1611;35;-32;9;-15;-39;-18;13
21;MA;26/06/2020;76698;1906;1773;35;-31;14;-22;-37;-15;13
21;MA;27/06/2020;78115;1943;1417;37;-33;13;-21;-40;-4;11
21;MA;28/06/2020;78512;1982;397;39;-40;4;-14;-46;3;9
21;MA;29/06/2020;78969;2012;457;30;-33;4;-5;-49;-28;15
21;MA;30/06/2020;80451;2048;1482;36;-16;25;-7;-35;-14;10
21;MA;01/07/2020;83256;2081;2805;33;-16;25;-8;-31;-15;11
21;MA;02/07/2020;86025;2119;2769;38;-19;24;-9;-33;-15;12
21;MA;03/07/2020;88214;2153;2189;34;-16;27;-15;-29;-12;12
21;MA;04/07/2020;89057;2185;843;32;-21;24;-14;-33;-2;9
21;MA;05/07/2020;89714;2219;657;34;-28;16;-1;-37;6;8
21;MA;06/07/2020;90251;2250;537;31;-14;24;-2;-31;-13;11
21;MA;07/07/2020;92088;2286;1837;36;-8;31;1;-29;-13;10
21;MA;08/07/2020;92939;2324;851;38;-13;25;-5;-25;-13;10
21;MA;09/07/2020;95323;2357;2384;33;-17;20;-7;-28;-14;11
21;MA;10/07/2020;96718;2392;1395;35;-14;25;-10;-28;-11;11
21;MA;11/07/2020;98398;2426;1680;34;-20;20;-10;-31;-1;9
21;MA;12/07/2020;98952;2463;554;37;-27;11;4;-34;5;8
21;MA;13/07/2020;99830;2501;878;38;-16;16;-2;-31;-11;11
21;MA;14/07/2020;101467;2536;1637;35;-12;19;-2;-28;-12;10
21;MA;15/07/2020;102469;2572;1002;36;-14;21;-9;-24;-12;11
21;MA;16/07/2020;104126;2608;1657;36;-18;17;-6;-28;-15;11
21;MA;17/07/2020;105183;2640;1057;32;-14;21;-8;-25;-10;11
21;MA;18/07/2020;106092;2676;909;36;-20;16;-7;-30;0;9
21;MA;19/07/2020;106325;2708;233;32;-25;8;5;-34;6;7
21;MA;20/07/2020;106906;2740;581;32;-15;17;1;-28;-10;11
21;MA;21/07/2020;108154;2778;1248;38;-12;20;1;-26;-11;10
21;MA;22/07/2020;109731;2810;1577;32;-14;19;-4;-24;-11;11
21;MA;23/07/2020;111488;2840;1757;30;-16;18;0;-25;-11;11
21;MA;24/07/2020;112683;2871;1195;31;-14;22;-4;-22;-8;11
21;MA;25/07/2020;113563;2898;880;27;-19;18;-2;-29;0;9
21;MA;26/07/2020;113891;2923;328;25;-23;10;14;-32;6;7
21;MA;27/07/2020;114585;2943;694;20;-15;18;5;-26;-9;11
21;MA;28/07/2020;115988;2959;1403;16;-11;22;6;-22;-10;10
21;MA;29/07/2020;117694;2978;1706;19;-11;22;-2;-20;-11;10
21;MA;30/07/2020;119262;2996;1568;18;-12;26;0;-22;-11;10
21;MA;31/07/2020;120661;3013;1399;17;-6;37;-2;-19;-7;10
21;MA;01/08/2020;121581;3032;920;19;-8;34;0;-23;2;7
21;MA;02/08/2020;121953;3050;372;18;-16;23;11;-25;7;6
21;MA;03/08/2020;122482;3069;529;19;-5;28;10;-22;-7;9
21;MA;04/08/2020;123887;3085;1405;16;-1;32;8;-19;-8;9
21;MA;05/08/2020;125459;3103;1572;18;-2;33;3;-14;-9;9
21;MA;06/08/2020;127065;3120;1606;17;-3;32;8;-16;-9;9
21;MA;07/08/2020;128846;3138;1781;18;1;40;4;-11;-6;8
21;MA;08/08/2020;129700;3154;854;16;1;41;5;-13;4;6
21;MA;09/08/2020;130136;3169;436;15;-10;28;16;-17;16;4
21;MA;10/08/2020;130566;3187;430;18;-6;23;12;-17;-8;9
21;MA;11/08/2020;132060;3204;1494;17;-1;27;9;-13;-8;9
21;MA;12/08/2020;133265;3215;1205;11;-4;26;1;-12;-8;9
21;MA;13/08/2020;134193;3228;928;13;-6;23;5;-14;-8;9
21;MA;14/08/2020;135324;3240;1131;12;-2;29;-1;-12;-5;9
21;MA;15/08/2020;136280;3253;956;13;-5;26;3;-14;3;7
21;MA;16/08/2020;136853;3264;573;11;-11;18;23;-19;7;6
21;MA;17/08/2020;137408;3277;555;13;-5;22;9;-17;-6;9
21;MA;18/08/2020;139185;3289;1777;12;1;27;9;-13;-4;8
21;MA;19/08/2020;140571;3302;1386;13;1;28;4;-9;-6;9
21;MA;20/08/2020;141860;3315;1289;13;-1;27;9;-14;-7;9
21;MA;21/08/2020;143103;3328;1243;13;4;33;3;-11;-4;9
21;MA;22/08/2020;143873;3340;770;12;1;30;8;-15;4;7
21;MA;23/08/2020;144400;3352;527;12;-4;23;16;-25;8;6
21;MA;24/08/2020;144895;3365;495;13;2;26;17;-17;-4;9
21;MA;25/08/2020;145921;3377;1026;12;10;35;16;-11;-4;8
21;MA;26/08/2020;147676;3390;1755;13;8;39;9;-8;-4;8
21;MA;27/08/2020;148923;3402;1247;12;8;33;17;-13;-5;8
21;MA;28/08/2020;150144;3412;1221;10;16;50;8;-9;-2;7
21;MA;29/08/2020;150895;3424;751;12;13;45;15;-14;5;6
21;MA;30/08/2020;151212;3436;317;12;9;42;31;-17;8;5
21;MA;31/08/2020;151615;3446;403;10;14;49;26;-14;-3;8
21;MA;01/09/2020;152681;3457;1066;11;24;47;27;-7;-3;7
21;MA;02/09/2020;154468;3467;1787;10;24;44;21;-3;-4;7
21;MA;03/09/2020;155717;3478;1249;11;22;45;25;-3;-5;7
21;MA;04/09/2020;157052;3488;1335;10;32;56;20;10;-2;6
23;CE;16/03/2020;9;0;9;0;-17;2;-32;-6;11;1
23;CE;17/03/2020;10;0;1;0;-20;8;-32;-15;0;3
23;CE;18/03/2020;19;0;9;0;-25;3;-33;-23;-14;6
23;CE;19/03/2020;24;0;5;0;-58;-20;-45;-56;-55;17
23;CE;20/03/2020;68;0;44;0;-63;-3;-54;-44;-40;15
23;CE;21/03/2020;84;0;16;0;-78;-29;-72;-60;-46;17
23;CE;22/03/2020;125;0;41;0;-81;-36;-76;-63;-39;17
23;CE;23/03/2020;164;0;39;0;-76;-34;-66;-68;-56;20
23;CE;24/03/2020;185;0;21;0;-76;-36;-66;-70;-61;20
23;CE;25/03/2020;211;0;26;0;-79;-44;-66;-76;-70;23
23;CE;26/03/2020;237;3;26;3;-73;-32;-60;-69;-59;20
23;CE;27/03/2020;282;3;45;0;-74;-32;-63;-68;-56;22
23;CE;28/03/2020;322;4;40;1;-76;-34;-70;-68;-46;19
23;CE;29/03/2020;359;5;37;1;-76;-34;-71;-68;-33;16
23;CE;30/03/2020;382;5;23;0;-70;-33;-62;-67;-51;20
23;CE;31/03/2020;401;7;19;2;-68;-25;-60;-67;-53;19
23;CE;01/04/2020;445;9;44;2;-64;-16;-53;-64;-52;19
23;CE;02/04/2020;563;21;118;12;-65;-20;-54;-65;-52;19
23;CE;03/04/2020;658;22;95;1;-68;-19;-59;-64;-49;20
23;CE;04/04/2020;745;23;87;1;-72;-21;-68;-65;-41;17
23;CE;05/04/2020;960;35;215;12;-74;-28;-70;-66;-31;15
23;CE;06/04/2020;1045;35;85;0;-64;-19;-56;-62;-46;18
23;CE;07/04/2020;1188;40;143;5;-62;-13;-53;-61;-48;17
23;CE;08/04/2020;1394;57;206;17;-62;-14;-50;-62;-49;18
23;CE;09/04/2020;1445;57;51;0;-61;-6;-48;-62;-53;17
23;CE;10/04/2020;1558;67;113;10;-80;-41;-61;-76;-72;24
23;CE;11/04/2020;1668;74;110;7;-72;-24;-66;-66;-44;18
23;CE;12/04/2020;1747;76;79;2;-73;-29;-70;-67;-30;14
23;CE;13/04/2020;1935;101;188;25;-65;-27;-57;-64;-47;19
23;CE;14/04/2020;2070;111;135;10;-64;-24;-55;-63;-48;18
