localidade;state;date;cum_confirmed;cum_deaths;new_confirmed;new_deaths;mob1;mob2;mob3;mob4;mob5;mob6
53;DF;12/03/2020;2;0;0;0;0;14;9;3;7;2
53;DF;13/03/2020;2;0;0;0;3;17;-1;2;8;2
53;DF;14/03/2020;8;0;6;0;-2;14;-6;-2;3;2
53;DF;15/03/2020;14;0;6;0;-8;13;-9;-5;-1;3
53;DF;16/03/2020;19;0;5;0;-10;11;10;-8;1;4
53;DF;17/03/2020;19;0;0;0;-18;10;4;-13;-5;6
53;DF;18/03/2020;34;0;15;0;-25;12;-6;-21;-13;11
53;DF;19/03/2020;42;0;8;0;-37;16;-25;-30;-24;14
53;DF;20/03/2020;87;0;45;0;-56;7;-44;-40;-36;20
53;DF;21/03/2020;108;0;21;0;-70;-21;-66;-52;-43;21
53;DF;22/03/2020;117;0;9;0;-75;-37;-77;-62;-41;21
53;DF;23/03/2020;138;0;21;0;-68;-29;-59;-60;-52;25
53;DF;24/03/2020;161;0;23;0;-71;-31;-62;-62;-57;27
53;DF;25/03/2020;195;0;34;0;-71;-34;-62;-64;-59;28
53;DF;26/03/2020;201;0;6;0;-69;-28;-56;-62;-58;27
53;DF;27/03/2020;241;0;40;0;-66;-21;-54;-59;-55;28
53;DF;28/03/2020;260;0;19;0;-70;-30;-66;-59;-45;23
53;DF;29/03/2020;298;1;38;1;-68;-28;-63;-56;-36;20
53;DF;30/03/2020;312;2;14;1;-60;-22;-46;-57;-51;23
53;DF;31/03/2020;333;3;21;1;-61;-17;-42;-56;-52;24
53;DF;01/04/2020;370;4;37;1;-59;-14;-41;-56;-52;24
53;DF;02/04/2020;400;5;30;1;-59;-11;-35;-55;-52;24
53;DF;03/04/2020;419;6;19;1;-58;-5;-42;-52;-49;24
53;DF;04/04/2020;456;7;37;1;-61;-10;-53;-49;-38;19
53;DF;05/04/2020;468;7;12;0;-64;-20;-62;-53;-33;17
53;DF;06/04/2020;485;10;17;3;-55;-11;-42;-52;-47;21
53;DF;07/04/2020;503;12;18;2;-54;-5;-43;-51;-49;20
53;DF;08/04/2020;509;12;6;0;-53;-1;-45;-51;-49;20
53;DF;09/04/2020;527;13;18;1;-46;20;-27;-47;-49;17
53;DF;10/04/2020;556;14;29;1;-73;-29;-50;-64;-76;27
53;DF;11/04/2020;592;14;36;0;-54;0;-50;-46;-38;16
53;DF;12/04/2020;618;14;26;0;-62;-18;-59;-49;-28;13
53;DF;13/04/2020;641;15;23;1;-52;-14;-42;-51;-46;19
53;DF;14/04/2020;651;17;10;2;-55;-15;-43;-52;-47;20
53;DF;15/04/2020;688;17;37;0;-56;-13;-51;-52;-48;23
53;DF;16/04/2020;727;20;39;3;-60;-8;-69;-50;-49;24
53;DF;17/04/2020;756;24;29;4;-56;4;-67;-42;-43;23
53;DF;18/04/2020;796;24;40;0;-62;-11;-73;-40;-31;18
53;DF;19/04/2020;860;24;64;0;-67;-14;-71;-40;-27;17
53;DF;20/04/2020;875;24;15;0;-58;-10;-67;-46;-46;21
53;DF;21/04/2020;913;24;38;0;-73;-29;-68;-59;-72;28
53;DF;22/04/2020;959;25;46;1;-60;-12;-70;-46;-44;21
53;DF;23/04/2020;968;26;9;1;-60;-13;-67;-47;-45;22
53;DF;24/04/2020;1012;26;44;0;-58;-4;-66;-41;-41;22
53;DF;25/04/2020;1020;27;8;1;-59;-7;-67;-35;-27;17
53;DF;26/04/2020;1125;27;105;0;-65;-14;-67;-38;-24;16
53;DF;27/04/2020;1189;28;64;1;-56;-12;-64;-43;-40;20
53;DF;28/04/2020;1230;28;41;0;-57;-9;-63;-41;-42;17
53;DF;29/04/2020;1313;28;83;0;-57;-7;-61;-41;-41;21
53;DF;30/04/2020;1423;30;110;2;-53;7;-50;-38;-41;19
53;DF;01/05/2020;1546;31;123;1;-72;-10;-57;-52;-70;27
53;DF;02/05/2020;1605;32;59;1;-59;-5;-64;-38;-29;16
53;DF;03/05/2020;1720;33;115;1;-64;-12;-56;-37;-21;14
53;DF;04/05/2020;1793;33;73;0;-54;-5;-59;-40;-38;18
53;DF;05/05/2020;1837;34;44;1;-53;2;-58;-38;-39;18
53;DF;06/05/2020;2046;35;209;1;-53;4;-58;-37;-39;18
53;DF;07/05/2020;2258;35;212;0;-51;8;-53;-37;-39;18
53;DF;08/05/2020;2442;37;184;2;-48;20;-58;-32;-35;19
53;DF;09/05/2020;2576;39;134;2;-48;18;-59;-26;-21;15
53;DF;10/05/2020;2682;42;106;3;-55;11;-67;-20;-2;11
53;DF;11/05/2020;2799;44;117;2;-52;-3;-59;-38;-36;19
53;DF;12/05/2020;2979;46;180;2;-53;0;-58;-36;-38;19
53;DF;13/05/2020;3192;48;213;2;-53;-1;-57;-38;-38;20
53;DF;14/05/2020;3416;51;224;3;-54;-2;-54;-39;-38;19
53;DF;15/05/2020;3787;55;371;4;-54;4;-60;-38;-35;21
53;DF;16/05/2020;4140;56;353;1;-56;-1;-66;-33;-21;16
53;DF;17/05/2020;4368;58;228;2;-63;-9;-63;-37;-15;15
53;DF;18/05/2020;4618;66;250;8;-52;-7;-59;-40;-35;19
53;DF;19/05/2020;4853;72;235;6;-53;-4;-58;-39;-36;20
53;DF;20/05/2020;5271;78;418;6;-53;-2;-59;-39;-36;20
53;DF;21/05/2020;5542;84;271;6;-51;2;-50;-38;-36;20
53;DF;22/05/2020;5948;90;406;6;-51;8;-55;-35;-32;20
53;DF;23/05/2020;6248;95;300;5;-54;1;-61;-31;-16;15
53;DF;24/05/2020;6638;104;390;9;-62;-8;-55;-37;-14;15
53;DF;25/05/2020;6930;114;292;10;-52;-6;-58;-38;-34;19
53;DF;26/05/2020;7210;124;280;10;-52;-3;-56;-37;-34;18
53;DF;27/05/2020;7761;133;551;9;-49;-1;-52;-36;-34;17
53;DF;28/05/2020;8300;142;539;9;-48;2;-46;-36;-34;18
53;DF;29/05/2020;8722;154;422;12;-47;11;-54;-33;-30;20
53;DF;30/05/2020;9474;162;752;8;-49;7;-57;-28;-10;15
53;DF;31/05/2020;9780;170;306;8;-56;0;-45;-31;-5;14
53;DF;01/06/2020;10510;173;730;3;-46;3;-55;-35;-30;18
53;DF;02/06/2020;11256;177;746;4;-47;5;-54;-34;-32;18
53;DF;03/06/2020;12020;191;764;14;-46;5;-53;-34;-32;19
53;DF;04/06/2020;12923;196;903;5;-45;8;-43;-33;-32;19
53;DF;05/06/2020;14208;202;1285;6;-41;21;-42;-29;-28;18
53;DF;06/06/2020;15850;208;1642;6;-42;16;-48;-24;-8;13
53;DF;07/06/2020;16623;214;773;6;-50;7;-49;-27;-1;13
53;DF;08/06/2020;16948;226;325;12;-42;4;-47;-34;-30;17
53;DF;09/06/2020;18090;236;1142;10;-43;7;-43;-33;-31;18
53;DF;10/06/2020;19433;256;1343;20;-38;14;-39;-30;-30;17
53;DF;11/06/2020;20507;274;1074;18;-53;1;-17;-45;-62;25
53;DF;12/06/2020;21396;282;889;8;-33;26;-33;-33;-32;18
53;DF;13/06/2020;21959;293;563;11;-46;4;-44;-30;-8;14
53;DF;14/06/2020;22871;304;912;11;-52;-1;-43;-30;1;13
53;DF;15/06/2020;23684;319;813;15;-41;1;-45;-35;-30;17
53;DF;16/06/2020;25380;348;1696;29;-44;1;-46;-36;-32;18
53;DF;17/06/2020;27140;365;1760;17;-43;2;-46;-37;-32;18
53;DF;18/06/2020;28521;379;1381;14;-43;3;-33;-37;-32;17
53;DF;19/06/2020;30902;396;2381;17;-41;12;-42;-32;-27;17
53;DF;20/06/2020;32238;405;1336;9;-43;8;-42;-29;-5;12
53;DF;21/06/2020;33227;423;989;18;-50;1;-37;-30;2;12
53;DF;22/06/2020;34148;449;921;26;-42;-1;-41;-35;-31;17
53;DF;23/06/2020;35368;475;1220;26;-43;2;-38;-34;-32;18
53;DF;24/06/2020;37254;495;1886;20;-43;1;-39;-35;-31;19
53;DF;25/06/2020;38871;509;1617;14;-42;5;-30;-35;-31;19
53;DF;26/06/2020;41326;532;2455;23;-41;14;-39;-31;-27;19
53;DF;27/06/2020;42766;537;1440;5;-44;9;-41;-27;-7;14
53;DF;28/06/2020;44905;548;2139;11;-51;0;-42;-31;1;14
53;DF;29/06/2020;47071;559;2166;11;-43;-2;-42;-36;-30;18
53;DF;30/06/2020;49218;587;2147;28;-40;9;-37;-34;-31;18
53;DF;01/07/2020;50676;620;1458;33;-39;13;-36;-33;-31;18
53;DF;02/07/2020;52281;631;1605;11;-38;15;-26;-33;-31;18
53;DF;03/07/2020;53996;643;1715;12;-35;23;-33;-28;-27;18
53;DF;04/07/2020;55760;671;1764;28;-37;21;-36;-23;-4;13
53;DF;05/07/2020;57854;699;2094;28;-44;15;-35;-25;2;13
53;DF;06/07/2020;60383;726;2529;27;-34;12;-36;-31;-30;17
53;DF;07/07/2020;62694;767;2311;41;-32;20;-30;-28;-31;17
53;DF;08/07/2020;64314;801;1620;34;-34;17;-32;-29;-30;17
53;DF;09/07/2020;65677;823;1363;22;-35;18;-24;-31;-31;18
53;DF;10/07/2020;67297;856;1620;33;-34;25;-33;-26;-26;17
53;DF;11/07/2020;68406;871;1109;15;-37;17;-34;-21;-5;13
53;DF;12/07/2020;70712;902;2306;31;-46;9;-37;-25;2;13
53;DF;13/07/2020;72284;930;1572;28;-36;7;-34;-31;-30;17
53;DF;14/07/2020;73654;960;1370;30;-36;9;-31;-30;-31;17
53;DF;15/07/2020;75379;1001;1725;41;-35;11;-32;-30;-30;18
53;DF;16/07/2020;77621;1037;2242;36;-33;11;-21;-31;-30;18
53;DF;17/07/2020;79400;1060;1779;23;-32;17;-32;-27;-26;17
53;DF;18/07/2020;81163;1075;1763;15;-34;12;-31;-23;-4;13
53;DF;19/07/2020;82412;1085;1249;10;-40;7;-28;-25;2;12
53;DF;20/07/2020;84287;1112;1875;27;-33;6;-30;-30;-29;17
53;DF;21/07/2020;86076;1158;1789;46;-33;8;-28;-29;-30;17
53;DF;22/07/2020;87801;1176;1725;18;-34;8;-26;-31;-28;17
53;DF;23/07/2020;90023;1218;2222;42;-33;11;-14;-30;-29;17
53;DF;24/07/2020;92414;1244;2391;26;-31;17;-27;-26;-25;17
53;DF;25/07/2020;94187;1275;1773;31;-32;15;-27;-21;-3;12
53;DF;26/07/2020;96332;1308;2145;33;-38;9;-24;-23;3;12
53;DF;27/07/2020;98480;1339;2148;31;-33;4;-28;-30;-29;16
53;DF;28/07/2020;100726;1391;2246;52;-34;6;-25;-29;-29;17
53;DF;29/07/2020;102342;1419;1616;28;-33;7;-24;-31;-29;17
53;DF;30/07/2020;104442;1444;2100;25;-31;11;-11;-31;-29;16
53;DF;31/07/2020;106292;1469;1850;25;-27;22;-23;-26;-25;16
53;DF;01/08/2020;107922;1490;1630;21;-28;19;-23;-23;-3;12
53;DF;02/08/2020;110028;1523;2106;33;-34;13;-19;-24;2;12
53;DF;03/08/2020;112044;1546;2016;23;-29;9;-28;-29;-28;16
53;DF;04/08/2020;113924;1572;1880;26;-28;13;-21;-28;-28;16
53;DF;05/08/2020;115966;1605;2042;33;-26;15;-25;-28;-28;16
53;DF;06/08/2020;118000;1651;2034;46;-23;20;-15;-27;-28;15
53;DF;07/08/2020;119903;1682;1903;31;-18;29;-27;-21;-23;14
53;DF;08/08/2020;121824;1712;1921;30;-15;30;-24;-15;-1;10
53;DF;09/08/2020;123057;1731;1233;19;-28;20;-30;-13;14;8
53;DF;10/08/2020;126069;1762;3012;31;-25;12;-25;-26;-27;15
53;DF;11/08/2020;127484;1815;1415;53;-25;14;-18;-25;-28;15
53;DF;12/08/2020;129184;1870;1700;55;-27;13;-19;-26;-27;16
53;DF;13/08/2020;131170;1905;1986;35;-25;15;-7;-26;-27;15
53;DF;14/08/2020;133166;1935;1996;30;-22;20;-19;-21;-23;15
53;DF;15/08/2020;135014;1958;1848;23;-23;17;-11;-16;-1;10
53;DF;16/08/2020;136467;1976;1453;18;-29;10;-7;-18;4;10
53;DF;17/08/2020;138735;2042;2268;66;-27;7;-18;-26;-26;15
53;DF;18/08/2020;140170;2097;1435;55;-27;9;-14;-26;-26;15
53;DF;19/08/2020;141762;2148;1592;51;-27;9;-15;-28;-26;15
53;DF;20/08/2020;143759;2200;1997;52;-24;14;4;-27;-26;15
53;DF;21/08/2020;145452;2242;1693;42;-21;20;-13;-24;-22;14
53;DF;22/08/2020;147127;2257;1675;15;-22;17;-10;-21;0;10
53;DF;23/08/2020;148998;2274;1871;17;-29;10;-22;-24;3;10
53;DF;24/08/2020;150519;2316;1521;42;-25;7;-12;-28;-25;15
53;DF;25/08/2020;153690;2344;3171;28;-23;12;-6;-27;-26;15
53;DF;26/08/2020;155253;2399;1563;55;-23;11;-6;-28;-24;15
53;DF;27/08/2020;156863;2425;1610;26;-20;14;9;-29;-25;14
53;DF;28/08/2020;158180;2440;1317;15;-17;21;-5;-26;-20;14
53;DF;29/08/2020;159526;2450;1346;10;-16;19;5;-26;1;9
53;DF;30/08/2020;160796;2469;1270;19;-22;16;8;-27;5;9
53;DF;31/08/2020;162042;2521;1246;52;-20;11;-3;-30;-24;14
53;DF;01/09/2020;163498;2573;1456;52;-17;20;4;-27;-25;14
53;DF;02/09/2020;164649;2609;1151;36;-15;20;7;-28;-24;13
53;DF;03/09/2020;165903;2641;1254;32;-11;23;20;-27;-24;13
53;DF;04/09/2020;167200;2681;1297;40;-6;35;10;-19;-20;11
